0,1,2,3,4,5,6,7,8,9,number_of_captions
g2_1213,蜂の体の部位,この画像は、蜂の体の仕組みの詳しい説明です,蜂の体の名前,昆虫は、頭、胸、腹に分けられ、胸に3対のあしがある。,蜂には触覚等がある,,,,,5
g2_1267,植物の成長に必要な成分を表している,光合成を実験している。,植物は光合成で育つ,植物は太陽の光を浴びて光合成し、地中から水を吸い上げ、二酸化炭素を吸収し、酸素をはき出す,光合成により生まれるサイクル,,,,,5
g2_1402,人の呼吸器系,人間の呼吸に関係する器官,人間は口から空気を吸い込み体内の肺に入る。,人の体には、たくさんの臓器がある。,人間の呼吸に関係する部位。,,,,,5
g2_1406,植物が地中のどの程度まで根を張るか,植物の根が地中のどの地質まで成長するかを説明している。,地層の各層がそれぞれどの時代に該当するかに関する記述。,地層の各段の名称を載せている,ある植物は地中深く根差している,,,,,5
g2_1417,日食の解説,懐中電灯の明かりが広がる仕組みである。,ロケットを飛ばすシュミレーションをしている。,日食は月が地球と太陽の間に位置することによって起こる。,太陽と月の位置の変化により、地球では月食や日食が見られる。,,,,,5
g2_1444,蝶はさなぎから成長する,蝶の成長,蝶が卵から幼虫、さなぎ、成虫になるまでの成長過程の図,蝶は卵、幼虫、蛹を経て成虫になる。,蝶の成長過程とそれに伴う、体の形の変化の種類,,,,,5
g2_1466,火山についての解説,上昇したマグマは地表から吹き出す。,地下のマグマは、火山から噴出する。,火山と溶岩の発生のメカニズムの解説をしている,マグマの噴火の仕組みが説明されている。,,,,,5
g2_1487,雨が降るしくみを説明しています,水が気化して液体化する流れ,大地や海から水蒸気が発生して雲になり、雨が降ることで水が循環している。,海や地面からの水蒸気によって雲ができることで雨や雪が降り、そしてそれらがまた海や地面に戻る。,向って右下に青い海があります。反対側には島があります。島の上には雪をかぶった山があり、その下に緑の森が広がっています。向って上部には水色の空と白い雲があり、山の上あたりには黒い雲があります。,,,,,5
g2_1529,太陽系惑星の公転,銃弾が当たった的,核を中心として物体が回っている。,太陽に対しての惑星の動きを表している,太陽系の惑星や衛星の位置,,,,,5
g2_1531,電気回路は2つの種類がある,電気の配列の図,電球を銅線で繋ぎ、スイッチをオンにすると点灯する。,スイッチがオフになっている,電気が回路を通って電球がつくこと,,,,,5
g2_154,北極を中心として見た地球は、月に対する角度が季節によって変わり日照時間に変化があることを思い起こさせる。,地球の断面解説,地球は地軸を中心に反時計回りに自転している,北極点は地球の頂点である。,地球が自転している。,,,,,5
g2_1570,電池から電球に電気が流れたり流れなかったりしている,電流の流れ方,通電条件図,直列回路はひとつでも電球が破損すると点灯しないが、並列回路なら片方が破損しても点灯する。,電流がコードの組み合わせによって、電球がつくのか、つかないのか。,,,,,5
g2_1576,鍋を熱すると対流が生まれる。,鍋の熱の流れを表している,温められた水は比重が軽くなる。,お湯が煮た際の液体の状態,熱の動き,,,,,5
g2_1609,電球を直列接続するための配線図,電球の発電回路,2つの電灯とスイッチを接続した交流回路の図説。,電流が二つの電球を発光させている。,電気の通り方について紹介している,,,,,5
g2_1612,電気の流れる仕組み,電流の構造,電気回路図,電流回路図には豆電球が3つと電池が2つあることを示す。,回路の構造を説明している,,,,,5
g2_1638,太陽と地球と月が存在している。,地球が自転と公転をしている。,地球の周りに月と太陽がある,惑星が一列に並んでいる。,月から見た地球や太陽の位置,,,,,5
g2_1700,大陸のプレートが沈み込むことで地震が起きる。,地震の仕組み,火山が起こる仕組みを教えている,火山活動の仕組み,火山の噴火とプレートの関連性,,,,,5
g2_1718,地表は動いている。,地震の地層のずれ方,地面の断層を表している,大地がズレる,地面が断裂する,,,,,5
g2_185,人体の消化器官の名称,人の体の部位名が、説明されている。,人間が食べ物をどのように消化するかの説明です,人体の断面図が描かれている。,体調に不安のある人が検査を受けている。,,,,,5
g2_1932,熊がウサギなどを食べ、ウサギなどは草食をする。,植物を食べる動物がいて、またその動物を食べる動物がいるといった食物連鎖を表している画像である,動物会のランキング,植物は草食動物の食糧になり、草食動物は肉食動物の食糧になります。,動植物はピラミッド型の体系をとっている,,,,,5
g2_2130,魚が食べてきた餌たちが泳いでいる,魚が餌を見ている,魚が餌を食べようとしている。,魚の食物連鎖,自然界は、食物連鎖で成り立っている。,,,,,5
g2_2479,蠅の複眼,ハエの体や目の詳しい構造はこのようになっている,ハエには細かな体毛が沢山生えている,ハエの構造とハエの目の構造を説明している。,ハチの目の詳細,,,,,5
g2_2524,惑星の運行について説明している,地球と太陽と月、それぞれの運動,地球と月の公転自転の話。このようにして回転しているという説明,これは太陽と惑星の自転、公転の向きの図です。,地球は太陽の周りを回っている,,,,,5
g2_2529,地球は惑星で地球のまわりを衛星が回っています。,地球が他の惑星に引き寄せられている,地球と発するエネルギーと月の関係性,重力が影響している,左側に青い海と緑の陸地で表現された地球があり、その右側に月があります。地球はピンク色の楕円で覆われていてそこからつきにむかって矢印が伸びています。,,,,,5
g2_2588,地球が太陽の周りを周回している,太陽が地球を照らしている,地球は月の周りをどのように回るか,地軸の傾きによる地球への光の当たり方を説明している,地球から見て月がどの地域でどのように見えるかを説明するための資料である。,,,,,5
g2_2596,太陽、月、地球の重力の比率,時点と公転の関係性について,地球と太陽と月の関係性を表している。,月が地球を周回している,地球と月は太陽に引力で引っ張られている,,,,,5
g2_2721,太陽系にある惑星や衛星の大きさを表している,惑星の大きさを表している,35ある惑星の絵を見た目と大きさが比較できるように並べています,惑星の大きさの対比,惑星は、色や大きさが異なります。,,,,,5
g2_2749,地球の自転や太陽が当たっている部分を表している,地軸は少し傾いている,地球の自転を表している,地球が自転し太陽光が当たっている,地球は自転しており太陽から光が届く範囲が、地図上でどこであるかを示している。,,,,,5
g2_2807,植物に集まってくる昆虫や動物、鳥の種類を表している,ライオンの雌は鳥を食べ、鳥は木の葉っぱなどにいる虫を食べている,植物にいる虫の生態,鳥は植物を食べて猫は鳥を食べます。,昆虫が鳥や動物にどのようにして食べられるのかを表している,,,,,5
g2_2866,耳が解剖されている,人間の耳がどのような仕組みになっているのかを示す構造図,人間の耳の内部の詳細です。,人体における耳の構造,人間の耳の内部構造,,,,,5
g2_2873,眼球の各部位には名称がある,人間の目の断面図,これは眼球の図です。,少しエグい目の中身を書きました,眼球の構造を、横から見ている。,,,,,5
g2_2889,眼球は色々な部位で構成されている,人間の眼球の部分を説明している,レンズは眼球の前にある,人間の眼球を縦にスライスしている,目が物や光を認識する仕組み。,,,,,5
g2_2894,脳の役割分担。,脳の各部位の名称を説明している,脳には色々な役目を持ったパーツがある。,脳は様々な機能に分化している。,脳はいくつかの部位で構成されています,,,,,5
g2_2907,魚の部位の役割を説明している。,魚が横向きになっている,銀色の魚が水中を浮遊している。,魚には尾びれや背びれがある。,子魚の説明書,,,,,5
g2_2912,魚の部位の説明,魚の部位の説明,魚を説明しています。,魚のヒレの説明をしている,魚の、鰭を指している。,,,,,5
g2_2933,半分に切断された切り株は分かりやすく色に分けて説明されている。,木を切った時の年輪を説明している,木の年輪を見ると樹齢が分かります,木の年輪の幅はそれが生きてきた時代の環境の変化によって変化する。,木の断面図の名称を教えてあげる,,,,,5
g2_2953,脳の各部分の名称,脳みその働きを提示する,脳みその構造と各部位の名称,脳の構造が透ける,脳はいくつかの部位に分かれている,,,,,5
g2_2956,人間の脳の部分の説明がされている,人間の脳には、複数の構造がある。,人間の脳の詳細イラストである。,脳の模型が部位ごとに色分けされている。,脳みそが４つに色分けされています。向って左上が赤、その隣が黄色、その斜め右下が水色、その隣で赤と黄色の下が茶色です。,,,,,5
g2_2965,人体の構造を絵で示すことで勉強しやすくなる。,鼻は口とつながっている。,人間の口内の部位の名前を示す,鼻や口から気道へ部位が分かる、人の顔の横向きの解剖図がある,人間の咽頭がどのようになっているか,,,,,5
g2_3005,脳の活動を説明している。,この画像を見ると、脳が体に指令を送る分野がいくつも分かれている事が分かります,人間の脳を分類している,脳には様々な機能があり、それぞれの場所で行うことが異なる。,脳の機能を分類し色分けしている,,,,,5
g2_3015,これは脳のしくみについて詳しく解説している画像です,脳の細かい部分の名称,脳の部位の説明を表している,脳の断面図,脳の形は複雑だ。,,,,,5
g2_3020,花弁や花の解説です,植物の名称です,花の種類,菖蒲は、花びらや茎などから成り立っている。,花の部位の名称。,,,,,5
g2_3081,細胞には核があり顕微鏡で確認できます。,顕微鏡で確認した細胞の様子,細胞の構成,細胞が描かれている,細胞の構造が説明されている,,,,,5
g2_3106,葉っぱの名称を示している,ある植物の部位の名称を表している,大きい葉と小さい葉で構成された葉脈が見える,植物の葉の呼称を図で表しています,この植物の葉は、どのように枝についているのか。,,,,,5
g2_3171,豆のそれぞれの部位の情報,木の実が発芽しようとしている,植物の種子は部位の呼び名がある,ある細胞の説明をしています。,種の中で胚芽が育っている,,,,,5
g2_3194,花弁のつくり,花の詳細を示している,花は色々な部位で成り立っている。,植物にはおしべとめしべがあり、受粉することで繁殖する,植物にはおしべ等が存在する,,,,,5
g2_3202,根からお花が生えている断面図が5個あって上段右だけフルカラー。,美しい花は根っこがしっかりしています。,植物が部位分けされる,植物がどのような順番で花を咲かせるか,植物が土から水分を吸収し花が咲くまでの様子を説明している,,,,,5
g2_3211,植物の根から花、実までの育ち方と名称,トマトの全体像,植物は葉や実を持ち土の下に根があります。,植物が育っている,トマトは維管束から養分を得る。,,,,,5
g2_3220,花が、断面になっている。,花の格パーツの説明をしている,花のおしべやめしべなどパーツごとの名称を示している,植物の受粉する仕組み,花は、めしべとおしべ、胚珠などからできています。,,,,,5
g2_3258,最近をあらわしたもの,細胞質には細胞小器官が存在している。,細胞が、どのような特徴をしているか説明をしている。,微生物の説明をしている,細胞の中に様々な器官が含まれている,,,,,5
g2_328,水面とその下層のある地層,大地の地層の重なり方。,地表の各層の説明しています。,地球の地層を段階ごとの名称を表している,地層の土質色分図,,,,,5
g2_3334,この植物は、取り込んだエネルギーを内部で活用し生存活動を行う機能を備えている。,細胞の中にあるもの,多細胞生物の器官について説明している,アメーバーの構造,細胞の断面図から、どのような器官が並んでいるのかが分かる。,,,,,5
g2_3365,花の部位の名前,花の部位の説明が描かれている,花の部分名称,植物の説明。花、めしべおしべ、花粉があるところなど,花の構造を説明する,,,,,5
g2_3373,植物のおしべは内側に細かい粒がある,この花の断面図は、雄蕊と雌蕊の詳細を分かりやすくピックアップしたものである,花のおしべとめしべの説明がされている,植物の雄しべと雌しべの受粉の仕組みと名称,植物の雌しべと雄しべの詳細解説,,,,,5
g2_3380,花びらで中心に雌しべがありその周りに雄しべが覆っている,花の詳細を示している,花の機能,花には部位によって違う呼び方がある,花びらの内側に雄しべと雌しべがある,,,,,5
g2_3389,アゲハチョウの生態についての解説,蛾の部位を説明している。,蝶の部位の説明が描かれている,蝶々の説明してる,蝶が載っている,,,,,5
g2_3392,バッタには羽と6本の足がある。,バッタの構造を分かりやすく示すことで勉強になる,ある昆虫の体の各部位について,バッタの外構造,バッタの足の長さはパーツにより異なる。,,,,,5
g2_3393,バッタの身体の各部位には名称がある,バッタの仕組み,バッタの身体の各部分の名称のイラスト,バッタの身体の細かい説明。,バッタの体の構造,,,,,5
g2_3439,トンボの生態について図示されている,虫の左の羽がない,羽根を広げた虫の構造,虫の構図,バッタが片翼をもがれている,,,,,5
g2_3446,バッタは身体の構造について説明している,バッタの各部位の名称説明,バッタには、体内に様々な器官が存在する。,バッタの体内には臓器や器官がある,バッタの体の内部の構造,,,,,5
g2_3450,バッタの体はこうなっている,トノサマバッタの体の各部分の名称を引き出し線で記している,バッタの各部位の名称を説明している。,バッタには様々な部位がある。,バッタの身体構造図,,,,,5
g2_3591,人間の呼吸器系はどんな器官があるのか,人間を断面図で見る,人の呼吸器官,人間の口と鼻が、気管を通って肺まで繋がっている,呼吸器官は、上気道、下気道、肺から成っています。,,,,,5
g2_3607,人間の鼻、口、喉、肺の役割,人間の体内はこのようになっている。,人間は鼻や口から呼吸をし、それが肺に運ばれ酸素を身体に吸収する。,これは人間の体の内部の器官の絵だ。,人がどのような機能や臓器で呼吸しているかを示している,,,,,5
g2_3645,心臓の血液の循環の仕方,心臓の内部構造が描かれている。,心臓の内分の血液の流れ方を示しています,心臓がどのような順序で血液を体に運んでいるのか。,心臓の中を血液が循環している,,,,,5
g2_3685,人間の内臓について,人間の中身が見えている,口からは様々な臓器が繋がっている,人の臓器が構成されている,人体の解剖図,,,,,5
g2_3698,人体の構造、実際に顔や色がついていることで想像しやすい。,人間の消化器官が、わかりやすく色分けして示されている。,口から食べ物が入り食道を通り、胃腸で消化され大腸へ送られる,食物は口から胃腸通り排泄される。,人間の消化の流れとそれに関連する内蔵、各部位の働き,,,,,5
g2_3706,内蔵がどういった仕組みなのか？説明している。,人間の内臓はこうなっている,人間の内臓を書いた,消化器官はいくつかの部位で構成されていて、それぞれ役割りが違います,大腸は小腸とつながっている,,,,,5
g2_3764,人間が呼吸をする時空気がとおるところ,人の呼吸器官,人体の内部（骨、肺等）を絵で描いてあり、呼吸する仕組みを描いています。,人間の内臓には名前がついている,上半身の解剖図に、口や鼻からの気道、横隔膜がある。,,,,,5
g2_3820,これは、楕円上の〇の中にコルクでできた卵方の形をした物体が入っている物です。,茶色の卵型の物は卵型をした三層の中にある。,3本線の卵のような楕円形の中には、黄身ののような薄茶色の楕円形がある。,三本線の縦長の楕円形がありその内側の一番上したの部分に小さな楕円形に切り抜かれた茶色っぽい繊維質のものがあります。大小計４つの楕円形には矢印で示して説明が書かれています。,お米の断面図,,,,,5
g2_3825,鳥が飛べる仕組みです,鳥の図,鳥の目や羽はこのような形をしてます,飛んでいる鳥が木にとまっている,鳥の外見の各部分について説明している,,,,,5
g2_3844,葉っぱは茎や枝、葉脈からできている,葉っぱは細かく見ると沢山の名称があることが分かる,葉っぱの場所の名前,葉っぱは枝の先に付いている,小枝についている緑の葉っぱの各部位の名称を表している。,,,,,5
g2_3885,薄茶色の葉が芽生えようとしている枝が2本に枝分かれしている。,木の枝のそれぞれの役割について説明している,木の枝の構造,木から新芽が出てるのを表してる,桜の花の枝の部位にはそれぞれ呼び名がある,,,,,5
g2_3891,植物の茎の名称を説明している図,植物の節々の説明,花が咲く前のつぼみの状態,たけのこの場所の名前,芽が分解される,,,,,5
g2_3931,昆虫が大きな羽を閉じておとなしくしている。,蛾が触覚を伸ばしている。,虫の図,黒い糸が絡み合っている。,虫は体の部位によって色々な呼び方がある,,,,,5
g2_3928,甲虫の顔、胴体、羽の部分,カブトムシの体の部分に名前がつけられた,昆虫の大まかな部位の名称。,昆虫として定義される3部位の説明図,甲虫の各部位の名称,,,,,5
g2_3962,葉の葉脈と静脈,葉の先端と茎の名称。,葉の大まかな名称を簡単に紹介した図。,葉の葉脈と葉柄を示した図解,葉っぱの部位の名称,,,,,5
g2_4013,地球内部のマントルと核が図解されている。,地球の地層,地球の核の説明図,地球の中には層がある,地球の内部構造,,,,,5
g2_4031,地球の内部構造は、各地層で成り立っている。,これは地球の地層について解説している画像です,地面を分解する,地球の内部は多層である,地球の地下内部の構造と名称を説明している,,,,,5
g2_4056,地球には核がある。,地球の生態はどうなっているのか,地球内部の各名称を表記している,地球の内部構造,地球の断面図,,,,,5
g2_4120,ヒマワリは太陽に向かって咲く,酸素の仕組み,光合成の仕組みを表している,植物の成長に必要な成分,ひまわりは光合成をする,,,,,5
g2_4131,太陽によって葉っぱが成長していく,植物は光合成をする。,光合成について説明している,葉は太陽光により葉緑体を作り、また二酸化炭素を吸収し酸素を放出する。,緑の葉っぱと黄色い太陽です。,,,,,5
g2_4261,地層,地面の下はいくつもの層になっている。,草の下にある地層が階層的に説明されている,草には根っこがあり、それが地中深くまで伸びている,植物の根っこがある地層までしか届いていない。,,,,,5
g2_4264,緑地の深度によって違いがある,地面の地層とその名称,四つの層に分かれている土の説明をしている。,植物の下は火山灰とマグマで構成されている,土には層がある。,,,,,5
g2_4266,地層,植物の根の様子を表している,植物が植えている土の中の地層ごとの名称,植物の地中の様子について表したものである,植物は根を深く張る,,,,,5
g2_4319,太陽系には9個ほどの惑星があります。,太陽には、周りを回る複数の惑星がある。,太陽系の惑星がどのように太陽の周りをまわっているかの軌道,太陽を中心に惑星が回っている。,太陽系の惑星のそれぞれの軌道を表している,,,,,5
g2_4546,昆虫が、展示されている。,昆虫が並んでいる。,ハチ、アリ、てんとう虫の写真が並んでいる。,蜂と蟻と天道虫が一匹ずつ並んでいる,足の多い虫が3種類いる,,,,,5
g2_4730,葉っぱには個体差がある。,葉っぱには色んな形がある,様々な形の植物の葉が並んでいる。,葉の形と種類,葉の形は多種多様だ。,,,,,5
g2_4740,緑色の葉っぱがそれぞれ魚のような形をしている。,葉っぱの形,緑色の木が複数ある,植物の葉っぱの変化です。,卓球のラケットの形が変なのが有る。,,,,,5
g2_4869,地殻プレートの動きは火山を爆発させる,活火山の地面のはどういった状態なのか,噴火が起きる仕組み,桜島の噴火の仕組み,巨大なパワーには抗えない,,,,,5
g2_4870,海底の活断層のずれによって起こる地震の仕組み,地層と火山噴火,火山の噴火が生じる流れについて説明されている,地層に変化が起きている。,プレートが動くことでマグマが押し上げられて、火山が噴火する。,,,,,5
g2_4873,活火山の内部はどのようになっているのか,火山が噴火するまでの仕組み,火山の噴火のメカニズムと名称を表している。,火山の爆発の説明をしている,火山の地質について,,,,,5
g2_4889,地層にあるプレートとマグマはどのようにして動いているのか説明されている,断層の隙間からマグマが出ようとしている。,地中から隆起している,マントルが対流している,大地からマグマが噴き出す。,,,,,5
g2_4905,火山には地中から噴火する仕組みがある,地中に溜まっているマグマが山の頂上から流れ出ていて層になっている。,火山の噴火は地下のマグマが火口から噴出し起こる。,活火山はマグマが噴火して溶岩が流れだし、冷え固まって層になって形成される。,火山の成り立ち,,,,,5
g2_4907,火山が噴火している。,火山の噴火方法に関して。,火山が活動している,地中深くにあるマグマが山の中を通って山頂から噴火する,火山の地下に溶岩が通っている。,,,,,5
g2_656,地球の断層を説明している,地球は内部の中心に核があり、その外側も層構造になっている。,地球がどのような内部構造になっているのか,地球の構造を説明している。,地球内部の構造を、矢印で指している。,,,,,5
g2_676,地球の内側の構造と、その地球の外側にある層。,地球は丸い。,内部構造を説明するために切り取られた地球,マントルは地球の中心にある。,地球の断面図,,,,,5
g2_828,ハエをモデルにして卵から成虫になるまでの流れを説明している。,虫について,他の虫の幼虫に寄生するハチの、幼虫・成虫それぞれに関する説明。,蠅の幼体は蛆である。,ハエが成長していく過程,,,,,5
g2_85,地球の公転によって太陽から受ける影響,月が公転している。,月と地球の関係,地球は太陽との位置によって影響の受け方が変わる,惑星が回っている,,,,,5
g2_95,太陽が当たっている部分と当たっていなくて真っ暗な部分を表している図,地球の軸と太陽からの熱線との関係を示す画像である,地球は太陽の光が当たり、昼と夜に分かれる。,地球の地軸と太陽にあったっている所と影になっている所の図,地球への何らかの影響は、時期によって照射面が違う,,,,,5
g2_979,それぞれの葉っぱの細かい模様,植物の葉っぱの種類について,シダ植物の全体像と葉の拡大図。,枝からの全体像とその先にある葉の全体像,シダ植物の一覧,,,,,5
g3_1346,地球が月の周りを公転している。,地球は太陽の周りを公転している。,自転について,地球は太陽の周りをまわっている,太陽の周りを4つの地球が回っている,,,,,5
g3_1596,電池が抵抗器と繋がっている。,電流が流れる回路を表しています,電子回路の説明,電流の流れや電圧の高低は障害物によって左右される,電流が回路を流れている,,,,,5
g3_172,地球を回る月の影の形が変化している,月の自転を示している,太陽の周りを地球がどのように回っているかを説明している,太陽の周りを回る惑星の説明しているイラスト。,太陽が、周囲を回る地球に昼と夜を作り出している。,,,,,5
g3_1803,魚が、海の中で大量に餌を食べている。,食物連鎖を説明している,食物連鎖を示している,大きな生き物は小さな生き物に生かされている,魚を頂点にした植物連鎖,,,,,5
g3_1904,これらの動物は赤い実を好んで食べる。,動植物の相関関係,食物連鎖の図形,地上の生き物は他の動物、植物を捕食する,赤い実がどのようなルートで動物の中を渡っていくのか。,,,,,5
g3_1911,生き物が何を食べるのか,捕食者と被捕食者による複雑な関係性が築かれている。,動物が何を食べるのか矢印で表している。,食物連鎖を説明している,右下の植物の矢印の向きが馬に向いている理由が分からない。,,,,,5
g3_1950,大型哺乳類は食物連鎖の頂点である,哺乳類の関係,海上生物が他の生き物を餌にし、また別の生物に捕食されている,魚類と哺乳類と鳥類とプランクトンの捕食関係,海の中の生態系は、食物連鎖で繋がっている。,,,,,5
g3_2042,フクロウは食物連鎖の一番上だ,フクロウは食物連鎖の頂点に君臨しています,フクロウは森における食物連鎖のトップである。,太陽は、草木をそだてる。草や木の実は、小動物によって食される。それらを頂点にいるフクロウが食べる。,地球が初めて誕生日してから、日光、自然、生命の成り立ちまでを表している。,,,,,5
