0,1,2,3,4,5,6,7,8,9,number_of_captions
g1_4644,わかりません,ある一定の種類に分類した集まり。,昆虫が3種類描かれている,ハエが飛んでいる,,,,,,4
g1_4649,虫の生態はどういったものなのか,昆虫の変化を表している画像である,昆虫の標本が4つあります,米粒と虫の対比,,,,,,4
g1_4738,それぞれ形の違う葉っぱが下部のみを隠している。,様々な形状の葉っぱが並んでいる,様々な植物の葉には、様々な種類がある。,植物の葉の８つの形の種類と名前が紹介されている。,,,,,,4
g1_4741,モミジやオジギソウなど植物の葉が個性豊かに堂々としている。,葉っぱの説明,これは様々な葉っぱの種類だ。,薄暗い森の中で見つけた葉っぱです,,,,,,4
g1_4743,わからない,松の種類がわかる,杉か成長する過程,様々な植物が並んでいる。,,,,,,4
g1_944,もし鳥の嘴が4タイプあれば、どのような形であるか,鳥によってくちばしが違う,四羽の鳥は嘴の長さが異なっている,鳥のくちばしをいろいろな人が想像で書いた,,,,,,4
g2_1015,人間の皮膚の組織,血液,細胞が構成されている,細胞の種類を説明している,,,,,,4
g2_1075,細胞の核の解説,黒い丸を中心に緑や青の細長い丸や黒色の小さな白丸などが散りばめられており、大きな青い丸で囲まれている,水槽内の図？わからない。,青い球体は色々な物質で構成されている,,,,,,4
g2_1097,葉っぱを拡大した,葉っぱに通っている葉脈の拡大図,葉の形状と名称,葉っぱの葉脈,,,,,,4
g2_1126,葉の各部分の名称,葉に葉脈がある。,葉っぱの茎にはいろいろな役割があります。,葉の各部分の名称が説明されている,,,,,,4
g2_1130,お花はめしべやおしべなどを持っている,花の部位の名前,花びらの部分の各部位の名称について記述している。,花はおしべとめしべを持っている,,,,,,4
g2_1162,細胞の拡大図,細胞内の各組織の名称を説明している,人の細胞について,わからない,,,,,,4
g2_1215,昆虫の口の部分は雄と雌では違いがある。,蟻の頭部付近の拡大図と各部位の役割,昆虫の頭部のイラストが２つ並んでいます、左側の図は頭の上方から見た図で、右側の図は口が見える正面からの図です。それぞれ各部の説明が線で場所を示して書かれています。,ある昆虫の雄と雌の顔の違いを示している,,,,,,4
g2_1224,黄色の枠で囲まれた長方形の内部には、中央に大きな白色部分と、明るい青色と、赤い点と、緑の楕円形がある。,細胞壁は細胞の一番外側に存在する,これは細胞の核の形だ。,細胞の中に葉緑体が沢山ある。,,,,,,4
g2_143,潮汐力には月の引力が関係していることをイラスト化している,目の断層、若しくはレンズ。,太陽の磁気と地球の磁気の関係性,わからない,,,,,,4
g2_1452,ある惑星から地球と太陽を見たときの様子を説明しています,地球は自転に伴う遠心力によって楕円形をしている。,丸から出た矢印が小さな丸に向かっていて、さらにその横には大きな丸がある,種子が受精のために外にでる様子を図式したものである。,,,,,,4
g2_1537,分からない。,電気回路を示されている,左の丸印が右のギザギザした線に繋がっている。,並列つなぎをすることによって、どのように電流が流れるかを示している,,,,,,4
g2_1601,回路はスイッチを入れて動く,分からない,電流が回路を流れてベルを鳴らす。,電流が流れる説明をしている,,,,,,4
g2_1616,電球2個と乾電池1本が配線で繋がれており、それが2つの形式で表現されている。,直列と並列の電気の流れ,直列回路と並列回路の違い,乾電池の並列と直列つなぎ,,,,,,4
g2_1640,太陽と月の関係を示し、月の影の部分に入り、最も濃い網掛け部分に入ると皆既日食が見れることを示している。,太陽の光が天体にあたると影ができる。,太陽光の月への反射,太陽と地球の距離を測定している。,,,,,,4
g2_1674,太陽が大きい,太陽と地球の大きさを比べている,太陽光が地球を照らす,右から太陽、月、地球が一直線に並んでいる。,,,,,,4
g2_1676,眼球が光を見るときの仕組み,月と地球の大きさと見え方,地球の周りを反時計回りで太陽が回っている。,月は地球の周りを回っているために時間によって地球から見える月の形は変化する,,,,,,4
g2_1679,太陽は地球の片側だけを照らす,太陽、月、地球が一直線に並んで日食が起こる,地球と月と太陽の位置関係で日食になる,月が朝と夜を作る。,,,,,,4
g2_1690,月食は太陽と月の位置関係によって起きる,地球とそれ以外の惑星との距離を示している画像である,皆既月食の光の行方,人の目が光を感じたときです,,,,,,4
g2_1713,断層を表しています,プレートがズレると地震が起こる,断層の図,断層のずれが地震の原因である,,,,,,4
g2_180,日本の周辺のプレートとその力のかかっている方向を示している。ひいては、南海トラフ地震を示唆している。,日本近海の海洋プレートが動いている。,太平洋の地盤のプレートを分類している,日本列島の下でプレートが動いていて、それぞれぶつかり合って沈み込んでいく,,,,,,4
g2_204,電気回路で明かりがつく過程,この画像を見れば、電流の流れの仕組みが分かります,電池とスイッチにつながった電球に明かりがついている,電球は電池から電気が流れる事で点灯する。,,,,,,4
g2_210,機械が乾電池によって動かされている。,電池、機械、スイッチをつなぐことで回路ができる。,電流の流れについて,電気が流れる仕組み,,,,,,4
g2_231,電流,U字型磁石のS極とN極の間に、電池を接続したコイルを巻いた釘を置くと、コイルに流れる電流によって磁界が生じること。,コイルに電流を流すと磁力が発生する。,理科実験の様子がのっている,,,,,,4
g2_2599,地球の大きさが、他の惑星と比較されている。,地球から宇宙空間になにか物質を発生させている,月や太陽の重力によって潮の満ち引きが発生する,地球と月と太陽の位置関係を表したものである,,,,,,4
g2_2607,半月が地球からどのように見えているか,地球は太陽系である。,地球と月と太陽が、どのような関係なのかを説明している。,太陽と月と地球は、この順で一直線上に並んだときに日食が起きます。,,,,,,4
g2_2880,人間の耳がどのような構造で聞こえるか,鼓膜の奥にはうずまき管がある。,人間の耳の中の記録、構造等,耳の解剖図が鼓膜や蝸牛の位置を示している。,,,,,,4
g2_2900,肺の解説,肺がんになっているため、肺の一部を切除している。,人の肺の説明してる,肺は病変を含んでいる。,,,,,,4
g2_2904,人間の皮膚にある毛穴は、発汗作用や神経反射をもたらす。,皮膚の表層と内部を紹介している,皮膚にある汗腺についての説明がされている。,毛根が特徴が分かる断面図だ。,,,,,,4
g2_2981,細胞の各部分の名前が書かれたものである,神経系が反応する。,わかりません。,人間の神経細胞を簡略化して簡単に説明している,,,,,,4
g2_3013,これはゾウリムシの体の仕組みについて説明している画像です,細胞の断面図みたいなのが描かれている。,楕円にたくさんの毛が生えている。,細胞の構造が説明されている。,,,,,,4
g2_3059,受精したのち体が形成されていく過程における、各部位の名称について記述している。,心臓の断面図に引き出し線で各部分の名称が記されている,栄養が胎児に送られている。,腎臓は血管から老廃物をくみ取り体外へ排出する器官である。,,,,,,4
g2_3062,わかりにくい様に着色された動物の細胞機関,表面が解体される,細胞を断面から見た際の構造について,赤い種は小さい物質で構成している,,,,,,4
g2_3067,植物が画像のような構造をとっている。,細胞の働きを紹介する,植物の細胞の仕組み,葉脈は色々なもので構成している,,,,,,4
g2_3123,植物の茎の部分の形状を説明している。,銅線の構造でそれぞれの名称を表している画像である,植物の茎からどの様に葉が生えているかを示している,植物の茎と葉の付け根の部分の形を説明している。,,,,,,4
g2_3127,花には雄蕊と雌蕊がある,花の部位,花を真っ二つに切った。,花の生殖器官,,,,,,4
g2_3128,ミトコンドリアの成分を説明しています,ゾウリムシの構造物の名前,非常に小さい生物の体の中にたくさんの細胞がある。,細胞には中核となる器官がある。,,,,,,4
g2_3134,細胞の仕組みの解説,細胞の構造の各所の名称を表している画像である,これは幹の内部の様子だ。,植物の葉の構造を表した断面図です。細胞の大きさ色の違いで階層になっていて左側に各階層の説明が書かれています。一番上には黄色い矢印が３つ書かれていて日光が当たることを表わしており、一番下に孔が開いていて反対向きの矢印2本で呼吸を表しています。,,,,,,4
g2_3136,細胞の断面図がまるで人の顔のようになっている。,とある細胞の中身は、このように細かく分かれている。,生物の器官がどのように配置されているか説明したもの。,わからない,,,,,,4
g2_3138,植物は様々な細胞から成る,草花の細胞,植物の中の細胞の構造,新種の植物が見つかった。,,,,,,4
g2_3160,花は雄蕊と雌蕊がある。,これは花の仕組みを説明した画像です,花の詳細,花の各部位の名称を載せている,,,,,,4
g2_3163,花の部分の名前,植物が地面に根をはり、茎をのばし葉をつけ、花をさかせる,植物が値から水分を吸収する様子,植物の構造と各部位の名称,,,,,,4
g2_3183,でんぷんと光合成の関係図,ある植物の内面,葉緑体の構造を説明している。,緑色の構造物の仕組みの説明。,,,,,,4
g2_3241,腕や脚は、輪切りにしてみると、骨や筋肉、血管で成り立っていることがよくわかる。,ミトコンドリアの説明をしている,内臓器官の断面図が描かれている。,生物の細胞について説明されている。,,,,,,4
g2_3271,細胞が分裂している,岩石の中に動物や植物の化石がある。,細胞の内部構造と各部位の種類,細胞を分解している,,,,,,4
g2_3304,ある植物の実の断面,植物細胞の断面図,球体の中に核や様々な形の細胞が入っている。,細胞内にある9つの小器官の名称を説明しています。,,,,,,4
g2_3324,細胞を拡大して中を覗いてみると様々なもので構成されている。,ジャガイモのような形の球体の中に核や様々な形の細胞が入っている。,じゃがいも(と思われる)の各パーツ説明。,細胞の断面図を用いて各小器官の名称を指し示しています。,,,,,,4
g2_3350,カマキリはこのような形をしています,抽象的なかまきりが羽を広げている,カマキリが構えている,カマキリはたっている,,,,,,4
g2_3376,わからない,カタツムリの構造と、各部位の名称に関する説明。,受粉の仕組みを説明する,植物のめしべが断面図になっている。,,,,,,4
g2_3395,負傷したバッタが地を這っている,コオロギの身体のそれぞれの部位の名称です,虫にはあらゆる部位があります。,各器官の部位ごとにバッタを理解しようとしている,,,,,,4
g2_3404,ハチの細かい構造の説明,虫の裏側,昆虫が動いている。,虫の触覚や足、羽など,,,,,,4
g2_3453,蝶々の説明,蝶々がパーツごとに色分けされている。,蝶の全身のパーツごとの名前を説明している,チョウの体の構造と部位の名称を説明している,,,,,,4
g2_3471,ダニの身体の構造とその名前を書いている。,ノミには非常に長い足がある。,昆虫の仕組みを表している,ノミの体のそれぞれの部位である。,,,,,,4
g2_3472,蜂の身体の説明,ハチの部位がわかる,蜂が手前に向かって飛行している,鉢の顔がズームで写っている,,,,,,4
g2_3499,細胞内の組織がわかる,細胞の中には複雑な仕組みがある。,細胞のようなものが働いている,細胞核を構成する物質の名称,,,,,,4
g2_3521,細胞の組織の名前が説明されている,動物細胞には、ミトコンドリアンという組織がある。,動物の体内にはミトコンドリアなどの細胞が多数存在する,細胞内がどのように動いているか,,,,,,4
g2_3534,細胞の各部分には異なった名称がある,細胞の断面図が抽象的なイラストで表されている,微生物の体内で細胞が育っているところ,ミトコンドリアの核が変異している。,,,,,,4
g2_3546,細胞が分裂している。,お弁当のふたをあけたところ,細胞の中の部署を説明してます,植物の細胞にある細胞小器官の名称が説明されている。,,,,,,4
g2_3550,神経細胞の各名称,組織の細胞図,臓器について,細胞が載っている,,,,,,4
g2_3606,人間の呼吸に関するの器官が描かれている,人は、鼻や口を使って呼吸をし、空気を肺へと送り込む。,人間の体は緻密に出来ている,人間の上半身の内部の各部位の名称を載せている,,,,,,4
g2_3684,人体の各臓器を表しています,体の部位と食道から腸への仕組みを説明している。,人間の内臓のうち、消化にかかわるものについて名称が紹介されている。,人体の構造を解析している,,,,,,4
g2_3728,人体は色々な消化器官を備えている,人間の内蔵の部位の名前を説明しています。,人間の消化器官の名称を載せている,消化にかかわる各器官の名称,,,,,,4
g2_3740,人体と臓器の説明,人体の構造について、特に内臓系に関して詳しく説明している。,人の各々の体の構造を表している画像である,人間の口内と胃腸を簡単に書いた,,,,,,4
g2_3746,人間の臓器がどこにあるか,人体の内蔵の図説,人の臓器の名前,人間の体の臓器の説明をしている,,,,,,4
g2_3785,人体の消化器官がある,人体の胃と腸の断面,人体の内臓,人間の内蔵器官での消化の仕組み,,,,,,4
g2_3798,花の各部名称,花の仕組みを教える,めしべの仕組み,花の部位の名称,,,,,,4
g2_3830,花の各部の名称を示している。,花の断面図,お花のパーツが断面図にして表されている。,花の色んな部分を表している,,,,,,4
g2_3860,葉っぱの繊維の説明をしている,葉っぱが日を浴びている,葉っぱのそれぞれの部位の名称である。,葉のつくりが説明されている。,,,,,,4
g2_3869,葉の部位の名前を説明している。,はっばの名前,葉の組織の名称を引き出し線でしるしている,葉っぱの説明,,,,,,4
g2_3898,昆虫を食べる植物の部位名を表している,食虫植物は開いている部分に、昆虫を引き寄せます。,ある生物の身体構造の説明,食中植物の構造を表しています,,,,,,4
g2_3969,花のおしべやめしべや花粉などの仕組み,植物の種を表している,ある花の構造,花の断面図,,,,,,4
g2_3975,植物の各部位には名称がある,おしべとめしべの違い,花の構造が、どのようなものかを説明している。,花弁の断面図の名称が説明されている。,,,,,,4
g2_4015,地球の底について,地球が1/8にカットされている。,地球のマントル層,地球は大きく四つの層に分けられる,,,,,,4
g2_4028,地球の中心部から外部の役割,太陽の温度は中心にいくにつれ高くなる。,地球の核近辺の名前や説明がさています。,地球の内部構造,,,,,,4
g2_4233,断層の中はこうなっている,湖の断面図,地層にまつわることです。,山間部の湖断面図,,,,,,4
g2_4237,波の伝播の仕方,小さい波と大きい波を比較する,波のしくみについて図にして表している,地層が波打っている,,,,,,4
g2_4299,マグマが地中でどのように動いているか,地下から浮かび上がるマグマ,地層の割れ目にはマグマがある。,地下にマグマだまりがある。,,,,,,4
g2_4344,種が長い年月をかけて品種を増やしている図,木の実が熟している,種を持つ植物が成長する過程,同じ卵でも違う実り方がある,,,,,,4
g2_4412,葉っぱが並んでいる。,わからない,異なる形をした四種類の葉っぱ。,葉が4種類ある,,,,,,4
g2_4580,接ぎ木のやり方,樹木は枝の剪定の仕方で枝張りが変化する,接木の仕方の説明をしている,植物が枝を伸ばす場所を説明している。,,,,,,4
g2_4607,左上の木に生える葉っぱ、花、蕾を分かりやすく大きく載せたものである,枝にたくさんの葉や花をつけている木が立っている,樹木の置いての各部位の名称を示している,植物の葉が変化している,,,,,,4
g2_4691,魚の種類と名前,魚には様々な種類がある。,魚は、成長すると5段階で大きくなる。,一部の魚類の種類とおおまかな魚体の大きさ,,,,,,4
g2_4708,葉っぱの種類には13種類ある。,葉っぱの葉緑素を取り除いた結果、葉脈だけになった。,植物の葉に存在する葉脈には様々なものがある,葉っぱは様々な形状の葉脈を持っている,,,,,,4
g2_4830,根をはる植物の根について,根菜の育ち方,根菜類にはいろいろな種類がある。,ごぼうや芋、玉ねぎなど地下茎や根等を食すものを示している,,,,,,4
g2_4857,火山に含まれている、マグマの様子を表しています。地層内に貼り巡っているという図式です。,火山の噴火メカニズム,火山の断面による各名称説明です,地底のマグマが地表に噴出する事で火山の噴火が起こる。,,,,,,4
g2_4864,火山の地下エネルギーであるマグマを表している,噴火について説明している,壺から空気が出ている,火山の断面図,,,,,,4
g2_546,眼球の各部分を説明している,地球内部の構造を示している,地球の内部には複数の層がある,惑星には核があり、内核と外核の２つに大別される。,,,,,,4
g2_553,卵の外側には硬い層がある,わかりません,円が４つ積み重なっている,地球の内部構造,,,,,,4
g2_561,植物を細胞などの組織が描かれており、各組織の名称を説明している。,葉緑素に光を当てると酸素が発生する。,葉の表面と内部で細胞が分裂しているところ,葉の表層がでこぼこしている。,,,,,,4
g2_576,この花は花びらと雌蕊でできている,花は、雄しべや雌しべ、がくなどがある。,花は部位によって様々な呼び方をする,ある花の大まかな構造,,,,,,4
g2_641,地球が、どのような内部構造をしているのかを、簡単に表している。,地球の内部の組成構造について説明している,地球を紹介する,地球の海面の地殻は四層からなる。,,,,,,4
g2_654,わからない。,地球の断面はこうなってます,わからない,地球の内部には色々な部位があります,,,,,,4
g2_73,陸の生き物、水の生き物が草を食べ、そしてそのフンや死骸がまた地の栄養となり循環していく様子である,食物連鎖が説明されている,野生の世界の食物連鎖の順序を説明している,生き物が二酸化炭素を吐き、植物が酸素を生む,,,,,,4
g2_826,幼虫と成虫です,昆虫が横たわっている。,一匹の成長した昆虫と2匹の芋虫を上から見た図。,幼虫の構造,,,,,,4
g2_973,植物の詳細,花を顕微鏡で見る,花には雄しべと雌しべがある。,雄花と雌花が咲いている,,,,,,4
g2_983,植物にはいろいろな種類の根っこがある,根から植物になるまでの過程を表している。,野菜のそれぞれの根っこの様子です,木や草の根の張り方を紹介します,,,,,,4
g3_1033,地球の公転と昼夜の関係,地球の公転の周期を表した図。,地軸の傾きと公転による地球への光の当たり方を説明している,地球の公転、自転と季節や時期の関係性,,,,,,4
g3_1256,月食が起きている,地球と月、太陽の位置によって、月が満ち欠けする。,月の公転周期,太陽の光が月の何かに関係をしている。,,,,,,4
g3_1297,種から成長していき実を募らせ、また種に戻るという植物のサイクル。,発芽して成長している。,えんどう豆の成長過程,植物が種からどういったサイクルで成長し種を出すのか,,,,,,4
g3_1334,地球環境が循環している,雨が降ったあとの循環を説明しています,地球上の水は循環している。,地球の循環システムのそれぞれの状態。,,,,,,4
g3_1828,鳥は小さな虫を食べる,とんぼはカエルに食べられて、カエルは鳥に食べられるなど食物連鎖。,野生の中での食物連鎖の順番,矢印側が捕食している。,,,,,,4
g3_1993,地上の食物連鎖,大雑把な食物連鎖の仕組み,食物連鎖の関係性,地球は様々な生物や植物で成り立っています。,,,,,,4
g3_2002,蛇がネズミを食べる。,多様な動物が食物連鎖によって関係している,食物連鎖の説明図,植物連鎖の関係,,,,,,4
g3_2055,魚等の生物を用いて食物連鎖を説明している,水生生物のおおまかな食物連鎖の様子が、矢印を使って説明してある。,生き物は何を主食として生きているのか,水生生物の進化の過程,,,,,,4
g3_2139,ハエの孵化してから幼虫になり、サナギになり成虫になる過程,セミが幼虫から成虫になる過程,卵から孵化してハエの成虫になっている,ハエの幼虫から成虫までの過程。,,,,,,4
g3_2147,クラゲは最初は小さい生き物だ,青色の背景とクラゲの成長過程,海の生き物が何を食べているか,クラゲのライフライクルが、示されている。,,,,,,4
g3_2210,植物が種から育ってまた種を生んでいる。,植物が受粉している。,植物の生長サイクル,植物は種から成長して、また種を作る。,,,,,,4
g3_2234,バッタが孵化し幼少から成長するまで,バッタが成長し循環している,バッタがどういう過程を経て成長するか表す,虫が成長する,,,,,,4
g3_2289,蛾と思われる昆虫のライフサイクルが、簡潔に示されている。,幼い頃の生物が成長をし、子供が産まれてまた成長していく循環を説明しています。,昆虫が卵から生まれてから成虫になる。,卵から成虫になるまで,,,,,,4
g3_2319,蚊の成長過程,ハエの成長過程を表している,いも虫はサナギの状態を経て成虫になる。,蚊の生命サイクルを卵から成虫になるまで7つの過程で説明しています。,,,,,,4
g3_2370,ノミの変態を示している,虫が産んだ卵が成長する。,ノミは卵から孵ると細長い幼虫になりそれから成虫になる。,ダニは卵から産まれる,,,,,,4
g3_2417,葉ができる様子,植物の成長過程を示している,葉緑体の役割,葉っぱは微生物がサイクルさせている,,,,,,4
g3_2483,ハエが幼虫から成虫になる過程と、それぞれの名称を記述している。,ハエは卵から生まれて、姿形を変えながら成虫になる。,ハエのライフサイクルを説明する,ハエがどのように成長をしていくのかがわかる。,,,,,,4
g3_255,食物連鎖について、草から初めて過程（昆虫や小動物を含め）と連鎖の最終地点の肉食の捕食者を説明している。,どの動物がどんな餌を食べるかを説明している,動物の弱肉強食です,野生動物の食物連鎖,,,,,,4
g3_264,自然界には食物連鎖があり、最強の捕食者はオオカミや猫である。,食物連鎖をあらわす図解です,狼の食料の食物連鎖が描かれている,生き物同士の天敵を表している,,,,,,4
g3_2640,地球が太陽のまわりをまわっている。,地球と太陽の関係,地球です公転する,地球に太陽が当たる時間。,,,,,,4
g3_2652,地球は太陽のまわりを一周する,地球の自転と太陽を公転する図,地球の自転と公転,太陽を中心に公転する様子と自転の仕組みが示された地球,,,,,,4
g3_2658,地球の自転を表している,地球の自転を示している,地球の公転により太陽光を受ける量が変化する,地球は太陽の周りを回転する。,,,,,,4
g3_2667,月が地球の周りを周回する位置で地球から月の見え方も変化する,月が地球の周りを回っている,地球と月の位置による月の見え方の関係,月の満ち欠けは、地球と月の位置により変わります。,,,,,,4
g3_2668,太陽光が地球と月に当たっている,地球から月を見ると満ち欠けしている,地球と月は太陽の光を浴びているが月の見え方は月の位置によって変わります,地球の自転で太陽光のあたる時は昼、あたらないときは夜になる。,,,,,,4
g3_268,生物がそれぞれどの生物に頼っているのか,植物や動物が他の生き物に食べられている,生き物と植物が相手のことを考えている。,植物は草食動物や昆虫によって摂取され、それらの生物は肉食動物に摂取される。,,,,,,4
g3_2692,惑星は季節によって気候が変動する,太陽の周りをまわる地球について説明している,太陽と地球の自転と公転の図です。,太陽と地球の関係性,,,,,,4
g3_2703,月の動きで満ち欠けを表している,地球を回る月の動きと地球から見える姿,恥丘と月の満ち欠け,地球の周りをいくつもの惑星がまわっている,,,,,,4
g3_2722,丸い物体に対する光の当たり方,月が動くことで地球から月の満ち欠けを観測することができる,月の位置によって、太陽の光を受ける場所が変わるので地球から月を見ると月の形が変わる,月の位置によって、月の見え方は変化します,,,,,,4
g3_273,海の生物の食物連鎖の関係性,細胞が色々な動物に分離した,鯨から見た植物連鎖,海辺に暮らす生き物は、海の食物連鎖によってつながっています。,,,,,,4
g3_287,地上の食物連鎖,すべての生き物はつながっている,様々な動植物たちの食物連鎖の流れ,動植物たちは食物連鎖によって存在している,,,,,,4
g3_372,地球が数十億年に渡り変化してきた形態を図解している,山の成り立ち,地球が火山活動により地形を変えている,大地の環境が変化している,,,,,,4
g3_4164,雨が循環している,天気の移り変わり,気象の原理を具体的にわかるようにイラスト化した,石が様々な環境の変化を受けている,,,,,,4
g3_4169,分解の解説,腐敗したものが土に返って栄養になっている,雨や川によって浸食された山は、やがて堆積して地層へと変わる。,マンモスの化石が地層に眠る過程を4つのパターンに分けて示しています。,,,,,,4
g3_4183,そえぞれの岩石は、様々な形状に変化する。,火山が噴火することでできる岩石などがどのように作られるかという関係図を示している。,火山の噴火物の成分,火山に関連する噴火物,,,,,,4
g3_465,月の公転に伴う満ち欠け,光の当たり方,太陽が地球を照らしている,月の見え方が変わる,,,,,,4
g3_587,テントウムシは、卵、幼虫、さなぎ、成虫と成長し、そして成虫が卵を産む。,てんとう虫は卵から順を追って成長する。,てんとう虫の成長,てんとう虫の成虫は産卵し、卵から孵化した幼虫が蛹を経て成虫となり産卵する。,,,,,,4
g3_658,4つの地球が前後左右に並んで、中心にある黄色い球体を囲んでいる。,太陽を中心に地球が公転している,地球の地軸のズレを4つの絵で説明しています。（わかりません）,太陽と地球の位置関係,,,,,,4
g3_746,地球の自転,地球が太陽の周りを自転しながら公転している。,地球の公転,地球が太陽の周りを公転しながら自転している,,,,,,4
g3_75,地球温暖化の発生過程,工場の環境に対する影響,森から出たものが水の塊に流れ込み、それが蒸発して雲になっている,地球の環境について詳しくみた,,,,,,4
g3_903,葉っぱはネズミや虫に食べられ、ネズミはヘビに食べられ、虫は鳥に食べられる,これらは捕食関係図です。,食物連鎖の様子を表している,植物連鎖の関係,,,,,,4
g4_1290,植物は小さな種から育つ,ジャガイモの生態系です。種から発芽し葉っぱが生え、やがて枯れます。,ある植物が種から芽生え、成長している,植物が成長する過程,,,,,,4
g4_3056,細胞の核、遺伝子情報について,微生物は移動できるものやとどまるものなど様々である,細胞内にはさまざまな機能を果たすしくみがある,原核細胞と真核細胞の構造は異なっている。,,,,,,4
g4_363,地層の成り立ちが説明されている,地球にいる動物や植物、土壌がどのように作られたか説明されている。,地層の断面,地層を調べることで、その場所が昔どのような状態・場所であったかを推測できることに関する説明。,,,,,,4
g4_4047,恒星の4分の1を切り取っている,太陽は中心に対して3層に分かれています。,球体をその内部の構成を説明するために4分の1が切り取られている,細胞が分裂しているところ,,,,,,4
g4_4063,太陽の内部,太陽の内部構造が描かれている。,太陽の内部を図式で表しています,太陽は様々な部分で構成されている,,,,,,4
g4_4211,マグマの噴火を表している,上昇したマグマは地表から吹き出す。,火山が噴火し水蒸気が雨となって地中に吸収されるサイクルが説明されている,地中のマグマが地表から噴出している。,,,,,,4
