0,1,2,3,4,5,6,7,8,9,number_of_captions
g2_1312,植物の成長の仕組みが、示されている。,光合成の仕組みについて,植物の光合成サイクルに関する説明。,植物は、根から水を吸い、葉で光合成をし、成長する。,光合成のメカニズム,植物が光合成をする,太陽から光エネルギーを得ることが光合成の一躍を担い、酸素の発生へと繋がる。,,,7
g2_1373,電池のプラス極から電気が流れて電球が点灯している,電球に電池を接続した時に、電流が流れることの説明している。,プラス極とマイナス極からながれる電流を受けて電球は点灯する。,エネルギーが循環する,電気が通っている。,電球は電池につなぐと光る。,豆電球は、乾電池と繋ぐ事で点灯します。,,,7
g2_1393,人の体内がさらされている,人間の口から肛門まではいろいろな器官・臓器で繋がっている,内臓が役割を持っている,人間の子どもは、口から食道に繋がり胃や腸にも繋がっている。,人の臓器はつながっている,人間の内蔵の各部位,人が食べ物を食べた時に内蔵の消化器系がどのような働きをするのか示している,,,7
g2_1435,太陽系にはたくさんの惑星がある,惑星それぞれの名称,惑星の表面がどのように見えるのか,惑星は様々な見た目をしている。,太陽系にある惑星を太陽に近い順の水金地火木土天冥海で、左上から描きました。,太陽系の惑星の種類を紹介している。,星が9種類ある,,,7
g2_1572,電池のプラマイを利用して電気が点く。,電球が電池と繋がって点灯することを説明している。,電球が光る回路図,発電の仕組み,乾電池の＋極と-極を、電気が流れる金属線でつなぐと電球が点灯する,電池が電球にどのように電流を流しているか,電球は電池のプラスマイナスを正しく設置することでつく,,,7
g2_1608,電球と電池とスイッチの接続図,回路がつながると電球が明るくなる,電池と電球を接続した回路内に、直列に接続したスイッチを置くことで、電球をオン・オフできること。,電池から発せられた電流が回路を流れて電球を発光させる。,電流の仕組みと電池を使用した正しい配列の仕方,電流が流れた,乾電池が電球を照らす仕組み,,,7
g2_1688,地球は太陽系の第三惑星である,太陽光の当たり方,惑星が並んでいる。,特定地点から見える太陽の角度を説明している,月と地球、そして太陽の大きさを比較した画像である,地球で皆既日食が起こっている,太陽、地球、月の順番に並んでいるとき、太陽光は地球にさえぎられて月に届かない。,,,7
g2_1735,地層の動き、地震が来た際に用いられる,地面が地震活動によって断層になっている。,地震のメカニズムを表す,地中のプレートがズレることで地震が起こる,地震が起きた時の地面の断層の具合を描かれています。,断層のずれを図解で説明している,地震が起きた時のプレートの動き,,,7
g2_2808,テントウムシには触角、6本の足、7つの点がある。,てんとう虫は6本の足がある,テントウムシが動いている。,てんとう虫の拡大解説,白黒の線のみのテントウムシ,虫が静止している,てんとう虫の足の本数を描いている,,,7
g2_2844,人の筋繊維の部位を説明している図,人体の筋肉が透き通って青色で見えている,人の筋肉について説明している。,人間の筋肉の状態です。,人体の部位の名称説明,人間の体は全体に筋肉がある,人体の部位はそれぞれ名前がついている,,,7
g2_2898,人間の歯の仕組み,歯の断面を現したもの,歯茎が腫れている,歯の箇所の名前,人間の歯は血液が循環している,歯の説明。神経など,歯の内部構造と名称,,,7
g2_2913,魚はヒレやウロコを持っている,魚の部位を示している,ある魚が口を開けている,魚の体には尾やヒレなど様々な名称がある。,白黒の魚の各部位に矢印が刺されている,魚の各部位の説明,魚が呼吸や消化をする際の説明,,,7
g2_2928,木が輪切りにされている,丸太の年輪の各部名称。,切り株の年輪がどのくらいあるか調べている。,樹木の断面図の各部位の名称を説明している,木の切った時に見える年輪でその木の樹齢がわかる,木を輪切りにすると、木には色々な部位があることが分かります,木の幹を輪切りにすると年輪がある,,,7
g2_2955,木の幹は何層にも分かれている,丸太の中身を見ている。,木が年輪ごとに剥がされている,木の幹の年輪の内部構成を表現している,樹木の内部は、何層にもなっている。,ある木の内部構造,丸太はこのような構造である。,,,7
g2_2974,脳の部位と説明が記載されている。,脳内の解説,脳の機能を司る機能,脳の中にあるもの,人の脳の名称です,海馬には多くの知られていない機能がある。,人の脳の構造が説明されている。,,,7
g2_2977,脳は複雑なつくりをしている,何かの断面の解説,脳の仕組みと詳細を表している,脳の中を説明しています,脳みその解剖生理学的な分類体系を表している,人間の脳の構造と各部位,人間の体内の特に腹部の組成を表している。,,,7
g2_3170,ブロッコリーの構造について、実際の物を用いているので分かりやすく説明できる。,ブロッコリーと、その奥にもう一つブロッコリーがある,その野菜の部分を表している,ブロッコリーが、斜めに置いてある。,ブロッコリーの部位を説明する,ブロッコリーのパーツの名称,ブロッコリーの各部位の名称。,,,7
g2_3176,この花のポスターは、花びら、葉っぱなど細かく説明をしている,植物の組織の名前が説明されている,ひまわりのそれぞれの名称を表している画像である,ひまわりの各部分の名称のイラストである。,花には花びらの中心にめしべおしべがあり、その下には葉、茎がある,花のおしべ、めしべ、花弁、葉、茎の説明をしている。,植物の各部名称,,,7
g2_3206,植物にはいろいろな器官が存在する,成長して実をつけたトマト,植物が土壌から成長して実をつけている。,食物の根っこまでの全体図。,トマトが収穫されるまでの成長記録だ,実った状態のトマトの各名称,植物の各所の名前が示されている。,,,7
g2_3208,花はおしべとめしべを持っている,花のおしべが黄色い。,花の仕組み,花の部位,花は部位によって色々な呼び方をする,ある花の各部位には名称が付与されている,植物の雄しべと雌しべ,,,7
g2_3222,植物は、地上にある葉と茎の部分と、地中にある根ががある。,植物の部位名が、解説されている。,ある植物の構造を説明している,植物には、根、茎、葉、蕾、花、種子がある。,植物には地表に出ている部分と地下にのびている部分がある,立派な花と葉っぱが咲く様子だ。,木は土からなっている,,,7
g2_3419,花を構成しているおしべのやく,雄蕊の細胞を拡大している,花のオシベトメシベや細かく見てみた図解を表している,花には様々な器官がある,花の構造を説明している,花はめしべとおしべがある,花の生殖構造,,,7
g2_3621,人間の血液の循環を表している,血液が流れている。,人間の血液の流れ方について説明している,人間の身体に備わっている各細胞の役割,循環器系の内臓に血管が流れている,人間の血の流れと内蔵の働き,血液が循環する,,,7
g2_3651,心臓は全身に血液を送り出すポンプの役割がある,心臓の作りはこの様になっている,心臓の動脈と静脈の色分け,心臓は4つの大きな部位で構成されています,人間の心臓は四つの室に分かれ、動脈静脈に繋がっている。,心臓の機能の説明をしている,人間の心臓は右心室、右心房、左心室、左心房の４つに区分され存在していること。,,,7
g2_3657,心臓は、各部位に分かれており、各部屋が解れていることで機能している。,心臓のつくり,心臓がどのような構造なのか,心臓はいくつもの部位でできており、各自に名称がある。,心臓の構造,心臓が半分に切断されている。,心臓の構造はこのようになっている,,,7
g2_3682,人間の摂取した食物は口から入り、胃から腸へと続いている。,体の中にある臓器,人の身体と臓器の名称,食道、胃、小腸や大腸、肝臓などは消化器官である。,人間の消化器官。口から始まり食道、胃、小腸大腸,ヒトが食べ物を消化する過程,人体の解剖図,,,7
g2_3683,人体の体内の中の一覧図です,人の内臓,人体の内臓の断面,口から摂取した食べ物は食道を通り胃から腸へと進み、最後は肛門から排斥される。,人体の組織図,人間は口から食事をして、それが食堂を通って胃に入り消化され、身体中を巡り肛門から排泄される。,口から肛門まで消化器官が通っている,,,7
g2_3724,人間の体内の消化器官,靭帯の内臓の名称を表している,人間の消化に関する器官が描かれている,人体の臓器を図で表しています。,人間の臓器の仕組みを示す,胃の特徴,ヒトの内臓（消化器）の名前と位置を説明している,,,7
g2_3739,人間の身体の構造を表した図で口から入ったものは食道を通り胃に入り小腸を通過し大腸にたどりつく,体の部位について、勉強している。,人間の消化器官,人間が口から摂った食事を消化し排泄するまでに通る臓器を表しています。,人間の食物の消化吸収方法,人体の解説,食物が体内のどこを通るか,,,7
g2_374,水はどのように山から流れてくるのか,水害の道,山が噴火している。,噴火した火山から流れ出る溶岩は固まるなどいくつかの異なる状態に変化する。,地質の種類,火山が噴火している,波でたかまる,,,7
g2_3766,口と鼻と肺が繋がっている,人の呼吸器系の解説,肺は左右に１つずつ存在する,酸素が吸収される,人間は、鼻や口から息を吸い込み肺に届けます。,人の体を詳しく見ている,人間の肺が機能する,,,7
g2_3802,植物が根っこから茎、葉っぱまで長く成長しており、上部は折れ曲がっている。,植物が、土から抜かれている。,栄養素が先端まで届くまでの過程,植物の箇所の名前,上に向かって伸び続けると思われた植物が途中で横に曲がっている。,植物の説明。ひげの部分から茎、葉など,海藻が育つ,,,7
g2_3873,植物の断面図,雄しべと雌しべなとの説明です,花が切り取られて断面図が見えている,花は雄蕊と雌蕊から成り立っている。,花の仕組みの名前,花のおしべとめしべの断面図,花が咲いた時の名前の説明をしている,,,7
g2_3888,つくしは二股に分かれて育つ,植物の剪定解説,木の枝が、どのようになっているか、説明をしている。,植物がつぼみをつけている。,サクラの花と枝のデッサンに各部位の名称が説明されている。,植物の部位の説明,枝から芽までの各部位の名称,,,7
g2_3909,腸はうねうねと曲がりくねっている,人間の消化器官の部位名を表している,これは人間の内臓の部位を説明している画像です,腸の構造,胃や腸で消化した食べ物が大腸へ送られ、余分な水分が取り除かれ、排出される,大腸の一部が炎症している。,大腸がある,,,7
g2_4058,地球の中を見ている。,地球の内部構造が分かる,地球内部がさらされている,地球の底について,地球の内部は4層に別れている,地球の内部に核が埋められている,地球の内部構造を解析する,,,7
g2_4059,地球の内部構造があらわになっている。,地球が何層にもなっている,地球の内部の各名称を記している,地球の奥の詳しい断層、,地球を形成しているコアやマントルといった各地層の表記図,地球の中身の構造,地球の核が地球の中央に存在している,,,7
g2_4081,地球の内部温度の段階分類。,地球の構造,地球が熱くなっている,地球の内部にはマントルがある。,地球の中心に近づくほど温度が高い,地球の中身を可視化した,地球の断面,,,7
g2_4090,青いひまわりが根を張って咲いている,植物が光合成を行っている,白い球体から出たものが花を経由して空中に出ている,植物は光合成をする。,花の生き方、成長の行方,植物は、太陽光を利用して光合成を行う。,植物が光合成をしている。,,,7
g2_4251,植物の育つ地面はいくつもの層に分かれている,植物が育つための地下の土質,地層が形成されている。,土壌の内部の構成を図で説明している。,新しい方法で植物を育てている。,地層が積み重なっている,一番上に草がある,,,7
g2_4252,地層の断面の名称,これは、簡易植物の栽培です。段ボール内に土を入れ表面に穴をあけることで、植物を育てることが可能です。,土地には断層がある,植物の根の広がり方,これが下から上への地層の仕組みだ。,植物を植える際の土を階層に分けて説明しています。土の中は色や粒の大きさの違いで土質の違いを表現しています。一番上には緑の植物があります。,地層の上に草が茂っている,,,7
g2_4307,太陽系の惑星,惑星の位置関係,太陽系,太陽系の惑星は水星、金星、地球、火星、木星、土星、天王星、海王星の順でならんでおり、一番遠いのは準惑星である冥王星である,太陽系惑星を図で説明している,太陽を中心に惑星が並んでいる,太陽系の惑星がどのように並んでいるかを示している,,,7
g2_4315,太陽の周りにはたくさんの惑星がある,地球上に存在する惑星を描いた図になり貸す。太陽の周りには複数の惑星が存在する図式になります。,宇宙には様々な星が存在している。,太陽の周りの惑星が写っています,太陽系の惑星の位置表記,宇宙はこのようになっている,太陽系の各惑星のイメージがランダムな配置で描かれている。,,,7
g2_4558,草木の成り立ちについて、各部位名称を記載しながら説明している。,植物の図,植物が図解されている,葉っぱの場所の名前,植物の部位,つる性植物のそれぞれの部分がどのような役割を担っているか。,このつる植物の蕾は、葉の根元から生えます。,,,7
g2_4573,ここに載ってる惑星は、大きな惑星たちであり、名前と特徴を表している,太陽系の惑星を表しています,太陽系には九つの惑星がある。,惑星はそれぞれ見た目が違う,これらの惑星は左上から太陽と惑星の距離の近い順番です。,惑星が並んでいる。,太陽系の惑星は９つの惑星により成り立っている,,,7
g2_4654,新種の虫の説明,ハエのような虫の絵,ハエには６本の足と透明な羽がある。,昆虫の体の形状は左右対称である。,ハエがどのような形をしているか,ハエの種類と特徴がひと目で判るようになっている。,ハエが飛んでいる,,,7
g2_4878,地底のエネルギーと山の噴火の関係図。,火山の説明,火山のマグマ,地下のマグマが火山の内部から噴火している。,火山の地下にはガスを含むマグマがある,火山は層が連なってできている,火山の流れ,,,7
g2_697,太陽からの光を地球がさえぎることによる、月の見え方の変化,皆既月食の仕組み図,月が皆既月食で赤くなる,月が地球の影にすっぽりと入る。,惑星の大きさが比較される,新月の時、月は地球の影に入って、太陽の光を浴びません,地球から見た他の惑星,,,7
g2_722,石がたくさんある。,化石の特徴を写真で表している,鉱石が並んでいる,様々な鉱石の名称,鉱石には様々な種類がある,鉱物にはさまざまな色と形状がそなわっている。,色々な鉱物を紹介している,,,7
g2_82,地球にあたる太陽光の向きを表している,地球上のある地点における昼夜がどのような仕組みで発生するのかということが、わかりやすく示されている。,地球に太陽光線が当たる際に、地軸のズレによって同じ緯度でも昼と夜の長さが違うことを説明している。,地球の半分は日が当たりっているとき明るく、もう半分は日が当たらず暗い,地球が太陽に照らされている面と照らされていない面を表している,地球は傾いて自転している,地球の太陽の当たる範囲,,,7
g3_1253,月の満ち欠けを表している,日食と月食の関係性。,地球の自転と公転による月の見え方を説明している,月の満ち欠け,太陽の光のあたりかたによる月の形についての説明,地球から見た月の見え方である,月の満ち欠けを表している,,,7
g3_1479,海面からの水蒸気が雲をつくり雨を降らせる。,海の水分が上昇し雲になり、雨になって山に降っている。,海から蒸発した水分が雲を作り、陸地に雨を降らせ、やがて川となって海へと戻っていく。,水が作られている。,雨が降って海に流れ、海水が蒸発してまた雨が降る,海面で蒸発した水蒸気が雲を作って山間部に雨や雪を降らせ、その雨水が山に染みこんで河川に流れて最終的にまた海へと還る,水蒸気が雲に吸収されて雨が降った,,,7
g3_1491,海水が蒸気となって雲を作り雨が地表に降る工程が図解されている。,雨が降る流れ,自然が循環している。,海水は、太陽に熱せられることで気化して雲となり、最終的に雨となって地上に降り注ぎ循環する。,雨が降るメカニズム,地球上で、雲から雨が降り、自然循環を経ている図解です。,地表の雨が降るシステムのそれぞれの状態を説明。,,,7
g3_1824,食物連鎖,熊の食料がどこからきているのか描かれている,熊を中心にした食物連鎖の一例,陸上の生き物たちの食物連鎖の関係性,何を食べて成長するかどうかです。,クマを頂点とする食物連鎖が描かれている,生物の循環が説明されている。,,,7
g3_1825,生物の食物連鎖の過程が表されています,食物連鎖は左図から右図に食べられる流れでできている,生物は弱肉強食である。,食物連鎖,鳥類はこの生物群において食物連鎖の頂点である,強いものが弱いものを食べる,鳥は食物連鎖の上位の存在。,,,7
g3_1863,海ではプランクトンがエビや魚に食べられ、それらが大型の生物に食べられるという食物連鎖がある。,元は小さな細胞から様々な生物に進化していく、,海の食物連鎖を表にしている,海の生体系です。魚の変化の詳細です。,プランクトンとオキアミが水棲生物のエサになっている,海の中における食物連鎖のようす。,魚類の生態が説明されている,,,7
g3_1884,動物がまたある動物を食べて生活している。,植物や動物の食物の連鎖について表しています,食物連鎖がめぐる,生き物の世界は食物連鎖で成り立っている。,ネズミは蛇に食べられ蛇は鳥に食べられ鳥はカエルに食べられカエルは死んで土に還ります。,鳥がカエルを食べる,草から鳥までの食物連鎖,,,7
g3_1892,自然界は食物連鎖している,昆虫や動物の食物連鎖の図を表しています,フクロウは食物連鎖の頂点に立つ,食物連鎖を矢印で示したものだ,動物の食物連鎖を表現している。,強いものが弱いものを食べる,生態系におけるヒエラルキー,,,7
g3_1921,生き物は何を栄養源として生きているのか,上の生き物が強い,食物連鎖の解説,食物連鎖の頂点をある魚とした場合、始まりは海藻や植物、次にそれを食べる虫、その虫を食べる小魚、を経て最後にある大きな魚に全てが取り込まれる。,魚を頂点とする食物連鎖,食物連鎖の様子を表している,魚はたべる,,,7
g3_198,魚は海の循環の頂点である,水中の微生物のサイクル,多くの生物はプランクトンの影響を受ける,魚やカニなどの食物連鎖を表している画像である,海洋生物の名称と食物連鎖の図を示している,海洋の食物連鎖が起こる,卵から孵化するまで,,,7
g3_2154,クラゲの一生,クラゲが成長を繰り返している,クラゲの成長過程の図解,クラゲは海の中で姿を変えて成長する,植物が成長している,クラゲの成長,プランクトンの一生,,,7
g3_2185,ハエの一生,成虫になるまでの過程を表している,昆虫の生涯の解説,昆虫の卵から、成虫までのサイクルを表している。,ハエの成長が描かれている,昆虫が羽化するまでのプロセス,昆虫が成長している,,,7
g3_2199,各動物の肺のしくみを説明しています,人間、猫、カタツムリ、カニなどの肺細胞はそれぞれ異なっている。,微生物が巡回する,それぞれのどうぶつの細胞を現している,生物の構造,人への寄生虫の媒介過程を紹介している,生物の呼吸の仕方が説明されている。,,,7
g3_2269,卵から生まれた幼虫が成長している。,蝶の一生を卵から成虫まで色鮮やかに描いた図。,蝶は卵から幼虫、蛹と成長する,蝶は卵を産み、イモムシが生まれ、さなぎになり、その後蝶になってまた卵を産む。,蝶は産卵し、孵った幼虫は蛹を経て蝶になる,蝶の生命サイクルが卵、幼虫、さなぎ、成虫であることを解説しています。,蝶の一生のサイクル,,,7
g3_2421,ゴキブリの成長過程,ゴキブリの成長過程が描かれている。,卵が孵化して成長し、ゴキブリになる。,虫は卵で繁殖する。,昆虫の一生と生殖のサイクルが描かれている。,コオロギの成虫が誕生した。,虫の成長の様子が描かれている,,,7
g3_2480,虫の一生と形態の変化を示している。,これは、ハエの生い立ちを表しています。ハエは、卵から幼虫となり幼虫が大きくなるとやがて成虫へと成長します。その後成虫は、卵を産みサイクルとなります。,はえの一生,ハエの一生が繰り返されている。,ハエの成長過程,虫が卵を産み、幼虫になり、成虫へと変化して、再び卵を産むことを表している,ハエの完全変態である。,,,7
g3_2511,地球が太陽の周りを半時計回りにまわっている,地球が公転する様子。,地球が公転する。,地球が太陽の周りをまわるときどの部分に太陽光が当たるかを示している。,地球は公転している。,地球は時間をかけてこのようにして進んでいる,地球の公転についての解説図だ。,,,7
g3_2526,地球の周囲を巡回する月は、太陽の照射により位置によって地球から見える形が変わる。,地球と月の関係性,月は満月から徐々に欠けていってから再び満月に戻る。,月の形の移り変わり,月は地球の周りを公転することで、満ち欠けしている。,地球から見た月の見え方,地球の周りをまわっている月の満ち欠けの順番を示したもの,,,7
g3_266,植物や生き物が誰に食われてしまうのかを矢印を使って表現されている。,生物の進化の系統がグラフ化されている,食物連鎖,海藻はエビ、魚、なめくじ、虫、亀に食べられ、プランクトンはエビ、魚、ナメクジに食べられ、エビは大きな魚に食べられ、魚は大きな魚と鳥に食べられ、ナメクジは亀に食べられ、虫は大きな虫と蛙に食べられ、大きな虫は蛙に食べられ、蛙は蛇と鳥に食べられ、大きな魚は鳥に食べられる。,食物連鎖の関係性を矢印で説明している,食物連鎖の仕組みが表されている。,食物連鎖は次々と起こっている,,,7
g3_2716,太陽は東から上り西へ沈む,月の欠け方,地球と太陽の位置によって、月の見え方が異なる,地球から見た月は、太陽の光を受けて様々な形に変化する。,地球からの月の見え方,地球は自転と公転をしているために太陽の当たる日中と当たらない夜間がうまれる,地球を回っている月の満ち欠けを示したもの,,,7
g3_37,蝶が生まれ成長するサイクル,蝶が幼虫から成虫になる様子です,蝶は脱皮をしながら成長していく,チョウの成長記録、段階等,蝶の卵は成長した,卵から大人になるまでの過程,さなぎが成長して蝶になる。,,,7
g3_46,テントウムシはたくさん卵を産む,てんとう虫の一生のサイクル,これはてんとう虫の一生を説明した画像です,卵から孵った幼虫が成虫になった,てんとう虫の成虫は産卵し、卵から孵化した幼虫は蛹を経て成虫になり産卵する。,テントウムシの成長の過程である。,てんとう虫が卵から幼虫になって成虫に成長する,,,7
g3_492,動物や昆虫が食する順番を表している,自然界における食物連鎖,動植物は食物連鎖によって関係づけられている。,虫や植物、小動物は上位の捕食者に捕食される。,生き物の食物連鎖,生きていく為に必要な関係が矢印である,ネズミは蛾を食べる,,,7
g3_613,蚊の一生,生物の進化,ガガンボの成長過程,蚊は卵で産まれて幼虫からさなぎを経て成虫になります。,蚊の成長過程,蚊の成長過程です。,虫の命の循環,,,7
g3_748,隕石は地球の周囲を自転しながら周回している。,地球と月の関係,地球の周りを回る月の動き,月が公転している,地球の恒星の月の軌道を表しています,月が地球の周りをどのように動いているかを表している,地球の仕組み,,,7
g3_84,黄色い球体の周囲を青い球体が前後左右4つで囲んでいる。,地球は太陽の周りを回っている,太陽の周りを地球が周る。,地球は太陽の周りを規則的に回ります。,惑星の軌道を書いているようです。あと、光の当たり具合も分ります。,地球の自転を説明している,太陽を中心にして少しずつ地球が移動をしている様子,,,7
g3_840,蚊の一生,蚊の一生です,虫の一生のサイクル,虫の成長を表している,虫が卵から還り、幼虫から成虫になるまでの図解を描いている,蚊の卵から成長していく過程の説明。,蚊の一生,,,7
g4_1569,電気回路は図で示すことができる,電流の流れの解説,電球が付く構造,電池と電球を正しくつなぐと電球が点灯する,電球に繋いだときの電流の流れかた。,電池で光が点灯する,直流電気の流れ方,,,7
g4_2256,蝶の生長過程を形態の変化ごとに示している。,蝶の幼虫が蛹になり、成虫に成長している。,蝶の成長を説明しています。,蝶と思われるものの成長過程図,虫は姿を変えながら成長する,蛾の成長,トンボの生まれてから卵を産むまでの世代循環の流れを書いている,,,7
g4_2591,地球の自転の解説,地球は公転している。,地球の地軸がずれているため、季節によって地表と太陽との角度や、昼夜の長さが違うことについて。,地球が太陽の周りをまわっている,地球の一日の公転,季節は、地球の自転軸のずれによって生じる。,太陽の周りを回る地球,,,7
g4_3402,バッタの外観についての部位の説明と、内臓を説明している。,バッタと思われる昆虫の体内の様子が、理解しやすいように色分けしてある。,バッタの体の仕組み,トノサマバッタの内部の組織の名称を引き出し線で記している,バッタの生体部位の名称を載せている,昆虫の各部位に名前を付与している,昆虫の体は基本的に頭、胴体、尻尾の3要素に大別される。,,,7
g4_352,ハエのサイクルを表しています。ハエは幼虫を産みさなぎになりその後成虫へと進化します。成虫は,ハエの成長過程が説明されている,ハエの成長過程が描かれている。,ハエは卵を生む,ハエが生まれてから成虫になる過程,蚊の命がサイクルしている,虫の成長の過程,,,7
