0,1,2,3,4,5,6,7,8,9,number_of_captions
g1_4426,葉っぱにはいろんな形がある,葉の形と名称の説明,落葉樹の葉は色づく。,落ち葉は、葉の付き方や色や形により様々な種類に分類される。,植物の葉は、多種多様な形、色である。,秋の落ち葉,,,,6
g1_4430,魚の尾は様々な種類がある。,魚の尾びれは魚の種類によって異なる。,魚のヒレは種類により形が異なる,尾びれには様々な形が存在する。,魚の尾びれが9種類、図で描かれている。,魚の尾びれの形状は色々ある。,,,,6
g1_4433,色んな魚の尾びれの違い,魚の尾びれには様々な形状がある,魚は種類ごとに尾びれの形が異なる,魚類の尾びれにはさまざまな形が存在する,魚の尾びれには様々は形がある。,魚の尾びれの違い,,,,6
g1_4436,サメの部位にはそれぞれ呼び名と特徴があり、部位の形状の違いにより異なるサメの種別が存在する。,"A.サメの部位についての説明文が書かれております。A,B,Cと進むにつれてサメの胴体がやつれている状況がみてとれます。",サメの体の部位の名称,大きいサメにも小さいサメにも数箇所ヒレがある。,形の違うサメの図が上からA.B.Cと３つ並んでいます。Aの図ではサメの各部位について矢印で示して説明がされています。,サメの体の各部位の名称,,,,6
g1_4451,足跡の形は人によって異なっている。,足のペイントがどんどん大きくなっていっている。,足の形には種類があり、土踏まずがどれだけ地面につくかで4種類に分けられる,それぞれの足形で健康状態を説明しています。,足の土踏まずの部分は変化する,足の形が描かれている,,,,6
g1_4456,足の裏の形,土踏まずの役割。,人間の住んでいる環境や地域によって異なる足の形,いろいろな人間の足跡はそれぞれ異なる。,ヒトの足の形について表したものである,土踏まずの差,,,,6
g1_4499,三枚の葉っぱを並べて比較している,葉っぱの葉脈,葉っぱの詳しい状態です。,葉脈は、葉によって様々な形をしている。,いろんな形の葉が並んでいる。,葉脈の違い,,,,6
g1_4605,昆虫の種類について説明している,爬虫類の名称を説明している。,ハエは手足があわせて６本ある,昆虫の種類,4匹の昆虫が並んでいる,同じ虫でも様々なむしがおり、種類や名前が異なっている,,,,6
g1_4626,地層や鉱物の種類,石の種類をわけている,鉱物の種類が複数ある,8種類の鉱石が並べられている,様々な種類の化石や岩盤,鉱石や鉱物,,,,6
g1_4672,鳥のくちばしとその種類,インコの口の形には様々な種類がある。,くちばしの違い,インコ口ばしには、いろいろな形があります。,鳥のくちばしの種類です,くちばしの種類が異なる鳥が4種類いる。,,,,6
g1_4694,魚の図と、各部位の名前が示されている。,魚の部位説明,魚の細かな部位。,魚の骨組みや作りを説明して書いてあります。,魚は機能している,古代の魚の各部分の名称を説明している,,,,6
g1_4814,配合成分を説明している。,微生物が泳いでいる,寄生虫の説明をしています。,単細胞生物の種類,微生物が成長しているところ,海中の生物の説明の図が2列４段の計8個並んでいます。,,,,6
g1_4838,足の形の違いを指の長さ違いに焦点をあてて示している。,足の指の長さの比較による分類。,足の指の形には5種類ある,人間の脚の指の特徴を5つ名前とともに説明しています,人間の脚の指の長さには遺伝や人種で違いが見られる,靴を作る際のつま先の足型,,,,6
g1_51,昆虫の幼虫から成体になるまでの過程が表されています,蝶は成長で大きく変化する,蝶が幼虫から成虫になるまでの過程のイラストである。,葉を食べている幼虫がサナギになり赤い羽根の蝶になった。,蝶々の成長過程だ,蝶になる流れ,,,,6
g1_776,月の影の形が時間で段階的に変化している,月の満ち欠けとその月齢の説明,月の形状の変化が分かる,月は規則的に満ち欠けを繰り返します。,太陽光の陰によりわかる月と地球の位置について,月のサイクル,,,,6
g1_803,魚の成長による形状の変化,魚の成長過程,生き物が、成長し変化する様子を図にしている。,魚が成長している,魚の幼魚の透明な図解を表している,生命の成長,,,,6
g1_933,鳥類の分類,鳥類の種類を分けている,鳥が数種類いる,鳥の種類,鳥類にはさまざまな種がある。,異なった食べ物を食する9つのトリの種類,,,,6
g2_1000,土踏まずの人による形状の違い,人間の複数の足跡が並べられている,人の足の形は様々である,土踏まずの状態を紹介している,足裏の体重分布,土踏まずがない足がある。,,,,6
g2_1020,葉っぱが形を変えて個性豊かに育っている,様々な形状をした9種の葉,葉の形状は様々な種類があります。,葉脈の種類,植物の葉は、大きさや形や葉脈により分類される。,植物の葉の形の種類が挙げられている。,,,,6
g2_1189,アリは長い触角を持っている,蟻が置かれている。,蟻はいくつかの特有の部位がある。,蟻の身体の各パーツ説明。,アリの体の各器官の名称を図で示しています。,昆虫はこのように物を感知する。,,,,6
g2_1217,細胞の中には核やミトコンドリアが存在する。,各部分の説明をしています,細胞が切り取られて断面図が見えている,ミジンコやアメーバのような細胞の名前,細胞を拡大している,細胞の構造は、色々な組織から成っている。,,,,6
g2_1225,水中の植物プランクトンの種類,植物の細胞には様々な器官がある。,様々な微生物の名称を表している画像である,細胞の詳しい図です。,植物の中には成長を助けるのに重要な細胞が沢山ある,細胞が透ける,,,,6
g2_1314,葉っぱの光合成の仕組み,太陽や土からの栄養を得て食物は育つ。,太陽から注がれるエネルギーを植物は様々な方法で活用している。,植物は地表の養分と太陽光を吸収している,植物は光合成を行っている,植物は太陽光を浴びて、光合成をする,,,,6
g2_1320,光合成,植物の光合成について,光合成を示している,植物が光合成をしている。,植物は光合成をする,葉が日光を受けて光合成をするしくみ,,,,6
g2_1386,人体の内臓の位置が透けている,体にはいろいろな器官が存在する,人間の内臓には色々な部位があり、役割が違う,人間の内臓の位置,人体の断面図で各臓器等の位置と名称を説明しています。,ヒトの臓器一覧,,,,6
g2_1389,各臓器の名称を解説している,人の体内が可視化されている,口から入ったものは食道、胃、腸と運ばれていく,人間の体の内部のパーツの名称を示した図,人間の体内には食べたものを消化して栄養を吸収するための臓器が複数ある,口から食べたものは、いろいろな場所を通る,,,,6
g2_1403,人の体の器官について,人間の体内の様子,人間の呼吸器には様々な部位がある。,人の上半身の器官を説明している。,人間の呼吸器官がどのような構造をしているか。,人間は空気を取り入れ呼吸をしている。,,,,6
g2_1408,地層が長い年月を重ねて、高く積み上がった。,土壌が層になっている,地中の堆積物の重なり方,土や石が積み重なっている。,地中の名称です,地層による粒径の違い,,,,6
g2_1423,太陽系の惑星を示しています,太陽の周りに他の天体が集まった,太陽の衛生を表している,宇宙の図解、宇宙の距離感など。,これは太陽の周りをまわっている惑星の図だ。,惑星が太陽の周りを周っている。,,,,6
g2_1424,地球とその周りを囲む惑星の位置関係について,太陽系にある星の大きさ,惑星の大きさを位置ごとに表している,太陽系の惑星の並びと名称図を示している,各惑星の大きさを比較している。,太陽系の惑星,,,,6
g2_1456,火山の噴火の様子を表しています,噴火時の地中の様子です,噴火のしくみ,溶岩にはさまざまな種類があり、火山が活動状態のときは噴火し、流れるときもあれば、上に噴出することもあり、火山でなく地表から溶岩があふれることもある,山の噴火の様子が描かれている,火山の仕組み,,,,6
g2_1471,火山の仕組みを説明している,噴火はマグマが地下から噴出して起こる,火山の断面,火山の噴火はマグマが上昇することで起こる,火山における各部位の名称を示している,火山が噴火している,,,,6
g2_1474,これは、火山の噴火を表した絵になります。火山の下にはマグマがあり噴火による噴煙は上空高くに舞い上がっており、噴出したマグマは火山を伝わるように流れています。,噴火時の噴煙や溶岩,火山が噴火した時に出る噴煙と高さとマグマの流れ,火山の各地点における名称を載せている,地下深くにマグマのたまった火山が噴火して、噴煙が広がっている。,火山が噴火するメカニズムを説明している,,,,6
g2_149,地球の潮汐には月の影響がある,地球の大気がなくなったときの変化。,塩の満ち引きが月との引力による現象であることを解説している,地球を正面から見た場合はこんな感じです。,わかりません。地球と月のなにか,地球はオゾン層によって守られている,,,,6
g2_1573,電池に繋いだ豆電球を光らせている,電池を繋いだら電球がついた,乾電池で電球が付くさまを示している,電池の光の付き方を示す,電池が送電される,並列つなぎで電球を付けている,,,,6
g2_1585,電池が電球に繋がっている。,電球が光っている,電池が電球と繋がっている。,電池を使った通電実験,豆電球は交流によっても光る,電球が二つ電池につながっている。,,,,6
g2_1659,太陽光は、地球上の昼間の長さを左右し、月の見え方をも変える。,太陽と地球の関係,太陽の光が地球に当たり陰になる様子,地球に太陽の光が当たっている,太陽の光が地球にどのようにあたっているかの説明をしている,太陽や地球、月の関係性を示す,,,,6
g2_170,太陽が地球の半分を照らしている。,太陽光が地球に届いている,太陽の熱や光が地球に当たる図,太陽の光が地球に当たる面と影,太陽から照らされてる部分は昼となり、地球は1日1回自転している,光や熱などの太陽エネルギーがいかに地球に届くかを教えている,,,,6
g2_1712,断層が発生する方向を説明している。,地層プレートの断面,断層のメカニズムです。,地震による地盤のずれに対しての説明,地層が斜めにズレている,地震等による地盤の隆起,,,,6
g2_1727,断層の解説,地層のずれによる地震のメカニズムを説明している。,地層がずれて人が閉じ込められている。,人が穴を掘り進めている,地面がずれている,地震の後の様子が書かれている,,,,6
g2_1736,断層がズレると起こる、地震のメカニズムの説明,プレートは動いている。,断層は海側と山側の強力な力が働いて起こる,地層の図の詳細です。,陸に双方向から圧力がかかることで、地層にひずみが生じる,山は地層がずれることで生じる,,,,6
g2_1756,地震が発生する原理についての3種類の絵が描かれている。,断層には三種類のずれかたがある。,地震などによって大地に亀裂が入り、ずれる。,断層がずれて地震を引き起こす。,断層がずれている,地層がずれることにより湖がなくなる流れを示している,,,,6
g2_1759,プレートが動きによって地表にマグマの流れが起こっている,地面の下にはプレートが動いている。,火山の噴火の仕組み,火山が噴火する仕組み,地震が発生するメカニズムを説明している,活火山の地下がどのような構造になっているか。,,,,6
g2_182,地層について説明しています,地球の地層,地球の地底の構造を表している,大陸かプレートに乗っており、その下にはマグマやもっと深いところにはマントルがある,地球の中心から地表までの構造,地球の内部から外部までの構造がどのような仕組みであるのかを示している,,,,6
g2_193,太陽が出ている時間に生命は活発な活動をする。牛は湖に入ることがてきず鳥は食べ物を待ちトラは、獲物を探し魚や水中昆虫は湖で食事をとる,水場の水中およびその周辺にどのような生物が生息するのかが、わかりやすく示されている。,自然の仕組み力関係がわかる,水辺に集まる生き物,地球上には様々な生き物が生存している,自然界の生き物は、地表で生きるものと水の中で生きるものがいます。,,,,6
g2_219,電池と豆電球を繋いでいる,直列回路の電球,単3電池の電気への普及。,電池をつなげている豆電球がつかない,電気は通っていない。,電球の実験,,,,6
g2_234,電気コイルのシステムを説明している,電気の作り方,電磁石の仕組みをイラストで表現している,磁力で電気がつくかの実験をしている,電池とコイル、スイッチが線でつながっている,コイルを使った理科の実験が行われている。,,,,6
g2_2589,光が地球に当たっている,地球に対する太陽の当たり方,地球に太陽の光が当たっている,地球に太陽光が当たる,地軸の傾きと季節の関係性,地球に自転により朝と昼と夜が順繰りに繰り返される,,,,6
g2_2744,地球は太陽から光を浴びる,地球の緯度と経度,太陽光の当たり方がわかる,地球には、太陽光線があたる部分とそうでない部分に分かれています。,地球は、太陽の光が当たり、昼と夜に分かれる。,地球の太陽との関係,,,,6
g2_2764,月の満月から新月にかけてのサイクル,月の満ち欠けの説明,地球から見た月の明るさの見え方,地球から見た月は月の位置によって、太陽のあたる箇所が変わるので月の形が三日月、満月のように変わる,太陽光に照らされた時の地球と月の位置関係を説明している。,位置による月の見え方,,,,6
g2_2772,植物は土から育つ,植物が植えられている,植物が鉢に植えられている,植物が土に植わっている。,植物が土に植えられる,土の入った器から、植物が生えている。,,,,6
g2_2842,魚の部位について説明している。,魚の体の各部位の名称について,魚の部位が説明されている,魚の断面図を見る,魚を解剖して生態を調べている,魚の身体が解剖されている。,,,,6
g2_2860,人間の耳の構造が部位ごとに図解されている。,人間の耳の内部の構造はこうなっている。,耳の中の構造,耳の中の器官の名前,人間の耳の仕組みについて説明されている。,耳は外耳、内耳、中耳、鼓膜などから成立している,,,,6
g2_2862,皮膚の内部構造が描かれている。,人体の皮膚の細胞の各々の名称を表している画像である,血管は皮膚の中にある,皮膚の感覚受容体に関して、知覚機序を示している,皮膚の表面には毛が生えている。内部には毛細血管や汗腺などがある。,皮膚の構造,,,,6
g2_2890,血管にどういったものが含まれているか説明している,血管内部の様子です,血液の流れがわかる,細胞の構造が説明されている。,血管と血液成分を説明しています。,細胞はかたい,,,,6
g2_2906,ある魚の特徴やその部分の名前が説明されている,魚の部位の名前,魚の部位,魚には様々な部位があります。,魚の部位についての説明,魚のくち、せびれ、おびれ、尻びれ、胸ひれ、腹ひれ、えらの説明,,,,6
g2_2926,人間の脳の場所とそれぞれの役割,部位別、脳の役割分類。,脳には色々な部分がある,脳の部位の名前,人間の脳部分はいくつかに種類が分けられていてそれぞれ異なる役割を持つ,脳の各部位の働きによる部位分け,,,,6
g2_2927,年輪が刻まれている,木の年輪がある。,樹木の年輪に関する名称のイラストである。,木の断面図で年輪の種類を4つに分けています。,木の年輪によって樹齢が分かる,木の年輪,,,,6
g2_2935,木星の中心の核を表している,ある惑星が層構造をとっている。,木星の中心は外側の見かけよりずっと小さくなっている。,惑星を深く掘り下げている説明図です。,惑星の内部構造である。,惑星の内部,,,,6
g2_2945,人間の脳はどのような部位に分けられるか,脳の働きが説明された,脳みその中にある部位の名前,人間の脳の構造,人間の脳は複雑な構造をしている。,脳内で働く細胞がある,,,,6
g2_2960,人間の脳は複雑な構造をしている,人間の脳の部位による働きの違い,人間の脳の部位と名称,脳が裸になっている。,脳の各部分には様々な役割と機能がある,脳の詳細が説明されている。,,,,6
g2_2989,人間の脳みそは色々な部位に分かれている,人間の脳の分野説明が図示されている,人間の脳みそ,人間の脳を表しています,脳の部位,人の横向きの頚部です。中が透けていて、脳みそが見えます。,,,,6
g2_3007,ある植物の組織のそれぞれの名称を引き出し線で記している,葉っぱの詳細,一本の枝に葉が生えている。,1本の枝からもう1本の枝が生えている,木の幹は葉、くき、枝により成り立っている,木の枝からわかれた葉や蕾の名称,,,,6
g2_3114,葉の部位について説明している,葉っぱの説明,植物の葉の部分の形状を示している。,植物は各器官と部位で名前と役割が異なる,葉っぱの説明。茎から葉の詳細,植物の各部分の説明をしている,,,,6
g2_3149,植物の葉の解説,葉が落ちている,植物の葉の組織の説明がされている,葉が枝に付いている,葉っぱのそれぞれの中身の名前,葉の細胞や組織方の図解説明。,,,,6
g2_3178,花の各部位の名称を記述している。,植物の箇所の名前,植物は根や葉、茎、花などを持つ,花の各部位の説明をしている,植物の各部の名称,花が水分を取るために、どのように根を成長させるかが書かれている。,,,,6
g2_3180,植物の光合成,ひまわりが育つために欠かせない部位です,ひまわりは太陽に向かって咲きます,ひまわりの育ち方,植物には必要なものがある。,ひまわりの各器官とその役割を示したイラスト,,,,6
g2_3189,ある植物の地表から外と地中の様子を表しています,花の成長過程を説明している。,土の中の植物,野草が生えている。,植物が大地に根を張っている。,植物の全体像,,,,6
g2_3201,しょくぶの根元には根っこがある,植物の根から花までの位置関係と名称,きゅうりは花が咲いてその後にきゅうりの実を付けます。,植物の部分ごとの名称,芽が出てから花が咲き始めるまでの様子,植物の場所の名前を提示している,,,,6
g2_3204,植物の部位の説明を表しています。この植物は茎から栄養を取り込み花が咲き果実が出来上がります。果実の中には種があります。,トマトの木や実の内部の説明が描かれている,トマトの実がなっている。,トマトは実や茎、葉っぱだけでなく花も咲きます。,土に生える植物には、根、茎、花、葉、果実、果実の中に種子がある。,実がなっているトマトの名称つき全体図とトマトの断面図。,,,,6
g2_3348,蜂の解説,蜂は昆虫だ,蜂の構造を説明している,ハチの体を説明した図,蜂の部位や役割について,とんぼは頭、はら、あしに分かれている,,,,6
g2_3359,花の断面,花の内部が機能別に説明されている,花の構造,花の格パーツを説明している,花には様々な器官がある,おしべの仕組み,,,,6
g2_3418,花の部分説明,花の名称です,花にはおしべとめしべがある,植物の名称。めしべとおしべや花の部分,花の各部位の名称です。,花を真ん中から切った断面からみた状態の断面図です。花の各部の説明が線で示して書かれています。,,,,6
g2_3447,蜂と思わしき昆虫の体が解説されている,手や足などコオロギの各部名称。,コオロギには６本の足と２本の触覚がある。,虫の構造,昆虫の各部署の説明,アリの仕組み,,,,6
g2_3460,蝶々と蛾には共通点がある。,蝶と蛾の部位は対応している,蝶と蛾の構造的類似点を表した図。,蝶と蛾の違いが説明されている。,蝶々の体は色々な部位で構成している,蝶の仕組み,,,,6
g2_3462,蜂が飛んでいる,ハチの生態はこれです,蜂の体の詳細が説明されている。,蜂は昆虫である,大きなハチが飛んでいるようだ。,蜂の身体の各パーツ説明。,,,,6
g2_3464,トンボは細かく見るとこんな風になってます,羽根を広げたトンボ,とんぼの生体です。部位の説明です。,トンボの標本画を用いて各部を説明している,トンボの体の説明,トンボの構造,,,,6
g2_3482,昆虫の部位の説明を表している,昆虫を解体して各部位の説明をしている,昆虫が部位ごとに細かく分断されている。,蟻(と思われる)の身体の各パーツ説明。,国宝級の小物が博物館に展示されている,昆虫が成長していく,,,,6
g2_3493,動物の細胞の核を表しています,ミドリムシの体内を表している,微生物の中心に青い核がある,植物の細胞について説明されている。,ゾウリムシの解説,単細胞生物の構造が紹介されている。,,,,6
g2_3610,人体の仕組みを解説している,人間の呼吸器を系統的に説明している。,人体の口鼻、喉から肺、横隔膜までに至るまでの呼吸器の仕組み。,肺の断面図,人間の内臓,ヒトの体の内部は細かく名前で分けられている,,,,6
g2_3633,人間は、2つの大きな血管を巡る血液により臓器が必要とする酸素を運んでいる。,人間の臓器の位置,血管は臓器に血液を運ぶ,身体が透けている。,人間の内臓の説明図です。首から腰までの内臓が見える形で描かれた人体のイラストで心臓、動脈、静脈、腎臓について説明しています。,内蔵が動く,,,,6
g2_3636,人体内の動脈・静脈の構造が図解されている。,人間の体の仕組みを示している,人間の血管の張り巡らされ方,人体模型を利用して血液の流れを表現している,人体には血管が走っている。,人間の血管の位置。,,,,6
g2_3641,何かの臓器の説明,心臓には様々な役割がある,人間の心臓は大切な臓器。,心臓のそれぞれの箇所の名前,人間の心臓をスライスして中が見えるようにしている,心臓の構造と各部位の名称,,,,6
g2_3672,人間の臓器について表している,人間の内臓はこうなってます,人間が食べ物を摂取した時の消化にかかわる器官などが、色分けして説明されている。,人間の体内には様々な役割と機能を持った内臓・器官が存在している,食事してから排泄まで臓器が通っている,人間の臓器,,,,6
g2_3676,人の体の内部には、胃や肝臓、小腸、大腸など、様々な胃腸がある。,人の臓器の解説,人の臓器を説明しています,人間の体内には臓器があり、その一部には消化器系がある。,人体の構造,身体の構造,,,,6
g2_3678,人間が消化を行う過程,人間の内臓を紹介している図。,人間の臓器と食べたものが排出までの流れが分かります,人間の内臓の名前です。,人体の構造,人間の内蔵が機能する,,,,6
g2_3681,人間の体内にはいくつもの内臓がある,人間の臓器の名前を表しています,人間の消化器の説明の人体型のイラストです。口、喉、胃、各種腸、肛門がオレンジ色で表現されています。各部に矢印で示して説明が書かれています。,人体の臓器の名称,人が食べた物の通り道,食物は、口から肛門までの消化管を通ります。,,,,6
g2_3699,口から入った食物は胃に入りやがて腸に行く,人の体と臓器,口や消化器を中心に人間の臓器や器官を表しています,人体の内臓器官,人間は、鼻や口から食道を通って、胃や腸に繋がっている。,人間には消化を行うための様々な器官がある。,,,,6
g2_3707,人体の構造を説明している,人間が消化している。,人間の消化器系が、図で表されている。,人間の消化器官。口から大腸小腸まで,人体の図,内蔵が体から透けて見えている,,,,6
g2_3715,人間の消化器系、口から食道、胃、肝臓、小腸、大腸までの図,人間の頭部から腹部までの臓器の各部名称。,人間の食べ物の消化順を手順を表している,人間の臓器の解説,人の口から入ったものが体内で消化されている,人の体の中に臓器がある。,,,,6
g2_3779,人間の消化器官がどのように食物を消化するか。,人間の中にはさまざまな臓器がある,人体を構成する部位,人間の体の臓器ごとの名前を表した図,人の口から入った食物が消化されるところ,ヒトの口から大腸までのさまざまな消化器官が説明されている。,,,,6
g2_3786,人体の中の模型,人の肝臓の位置,人間が消化する。,人の臓器の中のひとつです,人の肝臓は胃の上にある。,人体の組織の図解,,,,6
g2_3853,光合成をするための組織図。,細胞の解説,葉の内部構造が描かれている。,植物の葉の構造を図で表しています,植物には血管のようなものがあり栄養を行き渡らせています。,この画像は生物の体内の作りを表したものである,,,,6
g2_3886,枝は所々に芽ができる,植物の仕組みの解説,木の枝が、どのような特徴なのかを説明している。,枝につぼみがついている。,枝の各部位の名称です。,植物の各部位の名称と説明,,,,6
g2_3893,芽は枝の節にできる,枝とつぼみの説明,ある木の芽が等間隔に付いている,植物の成長過程,木の実は開く時と開かない時がある。,気の長さがわかる,,,,6
g2_3912,小さな昆虫は足が六本ある,カナブンの体の特徴を表している。,この虫の機能を細かく図で説明している,カナブンの生態について,昆虫には、触角や脚や羽などの部位がある。,昆虫の各パーツにも呼び名があります,,,,6
g2_3953,スズメは、生き残るために体の部位に様々な進化を反映している。,鳥の身体が、どのような特徴をしているか説明している。,スズメの身体名称を解説している。,野鳥の部位を解説している,鳥が静止しているところ,鳥の体の部位,,,,6
g2_3982,植物の部位の名前をあらわしている,植物の部所の説明,花の構造を絵を描いて説明している,植物の生え方,紅葉の根・茎・花・つぼみを書いた,地面に植えて育つ植物は、地面の中では根を広げ、地表では葉を増やして花を咲かせて実をつけます。,,,,6
g2_4010,地殻が段階的に深くなっている,地層が、積み重なっている。,海の底は何層にも分かれている。,地下の成分を詳しく書いています。,地球の断面を見てみると六つの層に分かれている。,地中の地層の名称です,,,,6
g2_4016,地球の中心には核がある,半分は地球、半分は地球の地中の様子です,断層の仕組み,地球が揺れている,地球の中の構造を図面で解説,地球の内部が説明されている。,,,,6
g2_4060,惑星内部は深度で構成が異なっている,地球の中心は凄いエネルギーを持っている。,太陽は4層から出来ている,地球の内部は、4層に分けられる。,球の仲は白い,地球の内部がどのような層にわかれているのか,,,,6
g2_4065,地球内部が地殻・マントル・核などから構成されていることを図解している。,地球の断面図が示されており、各層の説明がされている。,地球の内部は何層にもなっている。,地球の地殻は四層である。,地球内部は何層かに分かれている,地球の内部の構造,,,,6
g2_4071,地球の中心には色々な層がある,地球の内部にはマントルがある。,これは地球の断面図です,地球の内部構造が説明されている,地球の内部構造,地球の構造が透ける,,,,6
g2_4086,何かの断層で、層別に説明している。,地球の内側には核がある,基本的な惑星が形成している内部構造,球体の断面図で各構造の名前を説明しています。（星なのかボールなのか分かりません）,月の内部,惑星の構造が説明されている,,,,6
g2_4100,光合成の仕組み,植物が光合成をしている,光合成により二酸化炭素、空気、水から酸素、グルコースになる。,太陽が植物を照らしている,植物は酸素をつくる,葉っぱが呼吸をしている。,,,,6
g2_4106,花が太陽と土からの栄養を吸収して二酸化炭素を出している,太陽の日の光が植物に照らし、呼吸をすると同時に酸素を放出しています。,植物は太陽の光と地中の栄養を摂って成長する。,光合成のしくみは合理的だ,光合成の仕組みを説明している,光合成の仕組み,,,,6
g2_4128,植物は日の光を受けて成長する,植物が太陽の光にあたっていめす,植物の光合成から生み出されるもの。,１つの植物が太陽に照らされている,植物が成長する仕組みを説明している,土の上に植物が生えています。その植物の根っこは真下まで広がりながら伸びています。その植物の近くには草が数本生えています。バックには水色のグラデーションの空と黄色い太陽があります。,,,,6
