0,1,2,3,4,5,6,7,8,9,number_of_captions
g2_2897,脳を部位に色分けした,脳の部分別の名称,脳がパーツごとに色分けされている。,脳のはたらきを色分け,脳がパーツに分けられている,脳の全体図が色分けされてものだ。,脳のそれぞれの場所の機能の違い。,脳の役割ごとの各部位が色分けされている,,8
g2_3010,脳は大きく分けて6個の構造に分かれる。,脳のしくみ,人間の脳のパーツです,脳が部位ごとにカラーリングされている。,人間の脳は大きく4つの部分で構成されています。,脳味噌を部分毎に色付けしている,脳みその構造はこうなっている,脳の仕組み,,8
g2_3030,モミジの葉はどういう構成か説明している。,葉っぱの特徴と名称を表している,葉の一部に名前がつけられた,葉の構造,葉が1枚広がっている。,葉っぱの形の特徴,楓に似た葉っぱです。モノクロで色はありません。,植物の葉を構成せうる名称を説明している,,8
g2_3174,花の構造には、花粉が受精してつぼみを付けるメカニズムがある。,花のしくみを説明している,花が咲いている,花を構成している要素,花の各部のしくみ,花はめしべやおしべなどのいくつかの部位で出来ている。,花のおしめ、めしべの断面図,緑色のガクと茎、オレンジの花びらを持つ花です。日本の薄緑色のおしべがあります。,,8
g2_3398,サソリの身体の部位名称を記載している,さそりの体,サソリの体の部位名を表している,蠍が脱皮した皮,蠍の身体の部分を説明している,サソリの部位の名前を表す,昆虫は八本足と棘のある尻尾を持つ。,甲殻類はこのような体の仕組みをしている。,,8
g2_3757,人が呼吸をした時に、どのように酸素が肺に送り込まれるのかの仕組み,人の耳鼻咽喉と肺の機能の説明,人間の鼻と口から入った空気がどのようにして肺に入って行くかが描かれている。,人間は肺で呼吸をする。,呼吸器の器官が説明されている。,肺は口とつながっている,人が呼吸している,ヒトの呼吸をする仕組み,,8
g2_3801,水中の中に魚類や両生類などが生息し、陸地では蛇がそれらを狙っている。,水に生息している生物,川の断面解説,池の中には様々な生物が生息している。,水生生物が生きている,池の中や周りにはには、植物や昆虫、魚類や微生物などさまざまな生物が存在する。,淡水の周辺には蛇がいたり、水中で生きる生物には、カメ、淡水魚、げんごろう、カエルやミジンコなど目に見えないプランクトンがいる。,亀は一番深い所に生息する。,,8
g2_3859,葉っぱの色素,ある樹木の葉の部位が表されています,ある植物の各部の名称について説明している,葉が１本生えている。,プラタナスのような葉が生えている,葉の様子。気孔や葉緑体など,植物の部位,葉の詳細,,8
g2_4080,地球の地殻や大陸の名前を表している,地球の地下の断面,地球の層の断面図図,地球の内部と熱エネルギー,地球の中心部がどんな風に構成されているかを表している,地球の中が２種類の層に分けられている。,地球のマントルには層がある,地球の構造と大きさを表している,,8
g2_4242,土層には種類がある,地層,地面の構造を説明している,大地を掘り進めるといくつもの層がある。,植物は、土壌に根を張る。,地層には様々な種類がある,地層を見ることで、時代を読み解くことが出来ます,草の下は砂利や土で構成されている,,8
g2_4579,火星は地球より小さい。,地球と他の惑星の大きさを比べている。,地球と火星が比較されている,地球と、もう一つ地球より小さな天体が並んでいる,惑星の大きさを比べている,地球の大きさ,地球と他の惑星が比べられている,火星は、地球より小さいです。,,8
g2_4805,どのような花なのか大きな画像を用いて説明している,植物の枝の生え方の種類,草花が整列している。,一つの花が花を咲かして枯れるまで,花の絵が載っている,チューリップは色々な種類がある,一つの植物の花が咲く流れが分かる図式だ。,花が咲いている,,8
g2_698,月の陰に隠れることで、日食が起こる,太陽と月の日食時の位置関係,月食が発生する仕組みを図示している,地球から見た惑星,ある規則に従って並べられた2つの黄色と1つの紫の大きさの異なる円,太陽、月、地球の順に並んでいる。,皆既日食,月が太陽をさえぎり日食になる。,,8
g3_1333,マグマは、長い間かけて火山内部で蓄積され、エネルギーを高めて噴火を繰り返す。,火山のなりたち,火山の活動の周期が、矢印で示されている。,火山のサイクルはこういった感じです。,火山がどのようにして起こるのかを解説しています。,火山のマグマから石が出る,石が出来てまた固まるまで,火山岩が冷えて固まった後に再び火山岩になるまでのサイクルを示しています。,,8
g3_1823,弱肉強食の世界,食物連鎖が説明されている,複数の動物や植物が食物連鎖で繋がっている。,弱い生き物は強い生き物に食べられる。,生物には捕食関係がある。,トラやワシはキツネやウサギをエサにしている,葉や哺乳類、鳥類、虫が矢印でつながっている。,弱い動物が食べられる,,8
g3_2089,エビは食物連鎖の始まりである,食物連鎖の関係性,弱い物は強い物の餌食になる,エビはクジラ、カモメ、ペンギン、オットセイ、イカ、魚に食べられペンギン、アシカ、イカ、魚はシャチに食べられる,食物連鎖,エビは様々な海洋生物の命の源となる,食物連鎖の流れや構造,食物連鎖を示している,,8
g3_2203,木はどんなサイクルで成長と衰退をするのか,樹木のサイクル,枯れ果てた木から成長し、また朽ち果てた後のサイクルを説明しています。,木の育成循環を表しています,木が枯れると、そのスペースに新しい別の木が育つ。,不要な木々を間引くことで、木々は成長します。,競争しながら木々が成長する様子を説明。,植物がいかにして効率よく光合成して成長するかを説明している,,8
g3_2221,ちょうちょは芋虫からさなぎを経由する,蝶の幼虫から蝶になるまでの成長過程,蛾が成長する。,蝶は、4つの形態に変化する。,芋虫は蛹となり、蝶へ変態する,蝶が葉に卵を産み、イモムシからさなぎになり、蝶になるサイクルが説明されている。,幼虫から成虫への変化が示されている。,蛾の一生,,8
g3_2223,鮭は大きくなると交尾して卵を産む,魚の一生を説明している,出世魚はこのように成長します,魚の一生を卵から生魚まで表した図,鮭の生命サイクル,鮭は卵から孵化して成長し大きくなる,鮭が産んだ卵は孵ってまた鮭になる,鮭は卵から産まれる,,8
g3_2259,茶色の蝶、あるいはガか葉っぱに止まり成長するまでのサイクル,蝶が変態する様を示している,蛾の成長を説明している,蛾はどのようにして誕生するのかを順をおって説明している,蝶々の孵化,これは蝶の幼虫から成虫になるまでのサイクル図です。,蝶が幼虫から成虫になる過程を説明している,さなぎが成長して蝶になる。,,8
g3_2282,ワニの一生のサイクル,ワニの生態系を表しています。ワニは卵から生まれ、小さいサイズのワニになり後に大きなワニになります。,ワニの成長,ワニが成長している,卵から生まれ成長したワニはまた、卵を生み、生命のサイクルが繰り返される,ワニは卵から生まれて卵を産む。,わにのたまごがある,くすんだ緑色のワニがいます。その左上には巣の中にある6個の卵があります。右上には黄色と深緑のマダラ模様の小さいワニがいます。,,8
g3_2362,カブトムシは若いころ芋虫だ,カブトムシが卵から生まれてから成虫になるまでのライフサイクルを図解している。,カブトムシの一生,カブトムシの成長の過程,カブトムシの一生はこんな感じです。,カブトムシは卵から生まれ、幼虫から蛹になり成虫へと育つ。,卵から幼虫が生まれ時期がくるとさなぎになり、成虫のカブトムシになる,昆虫の成長,,8
g3_2364,カブト虫は卵、幼虫、サナギ、成虫の順に成長する。,カブトムシの成長の家庭,カブトムシの一生,カブトムシの成虫になるまでの過程を表している,カブトムシの成長過程を示している,カブトムシが成虫になる過程,カブトムシの寿命は約一年ほど,カブトムシの一生を、順に並べている。,,8
g3_2427,ある昆虫が成長するサイクルを表しています,蝿の成長を説明している,昆虫の成長の過程,形は変われど本質は一緒,昆虫が幼虫から成虫になるまでのサイクルを説明している,虫が卵から幼虫を経て、成虫に至るまでの過程である。,昆虫はさなぎから成虫に変わる,虫の、成長の過程を順に並べている。,,8
g3_2631,月は地球の周りを回りながら満ち欠けする,月が地球の周りをまわっている。,地球から見える月の満ち欠け,月の満ち欠けの見え方は月が中天に上った時に地球上のどの位置にいるかで決まる。,月の満ち欠けがわかる,月が満ち欠けしている,月の満ち欠けの様子を表している,地球上から見える月の見え方を現わしている。,,8
g3_2680,月は地球を回っている,地球の周りの月の状態を表しています地球は自転していることから、月の状態にも変化があるといった図式を表しており満月から一切見えない日まで繰り返し周期的に発生する事を示しています。,月は地球の周りを回っている。,月の形の移り変わり,月は地球のまわりを回る衛星です。,地球の周りを回る月の見え方を説明している。,月は見る位置で形が変わる,ちきゅうが真ん中にある,,8
g3_269,動物、植物、太陽には相互関係がある,光合成、虫と動物の捕食される関係,自然界の相関図です,鷹とフクロウのエサの食物連鎖が描かれている,生き物の力関係を表している,DNAの繋がりがわかる,生物は食物連鎖の中で生きている。,それぞれの動植物の食物連鎖の模様。,,8
g3_2746,地球が太陽を公転していることと季節ごとの位置を図解している。,地球は季節によって気候が変動する,地球が公転している,回転することによっての太陽の光のあたりかたを説明している,四季が変化している,地球が公転して四季が生じている,地球は回っている,太陽を真ん中にして東西南北に、地球が囲むように4つあります。,,8
g3_655,太陽を中心とした地球に対しての太陽光の当たり方を表している,地球が太陽を公転している季節ごとの位置を図解している。,地球が太陽の周りを回っている,地球が太陽の周りを回る,地球が自転しています。,地球が太陽の周りを周回している,地球の位置によって太陽に照らされる場所が変わる,地球は昼と夜が発生する,,8
g3_661,完全変態をする昆虫の変態プロセス,カブトムシが卵から生まれて成虫になるまでの工程を図解している。,虫が成長している,カブトムシの幼虫が蛹になり、やがて成虫に成長する。,昆虫が成長している,カブトムシが幼虫から成虫になるまでです,カブトムシは幼虫から成虫になる,カブトムシの卵から成虫になるまでの過程である。,,8
g4_1002,鳥によって足の形は異なっている。,鳥類の様々な足の違いが並んでいる,鳥類の足,鳥の足が成長していく様,鳥の足の種類,鳥の足が４種類並んでいる。,鳥の足の種類の説明,足の形は、鳥の種類によって違います。,,8
g4_4210,長い時間をかけて、マグマが地下を対流し、噴火で表面に出てきて、地表でかたまり、また地下に戻ってというサイクルを表している。,火山が噴火する構造と噴石のサイクルを説明している。,火山が噴火した時の流れを説明している,マグマの影響が地中でどのように作用しているのか表した図。,噴火が発生すると噴火で外に出たマグマが地上で冷やされ、海中に沈んでまた地球の核に戻ってくる,噴火のメカニズムです。,地震のメカニズムをイラストにしてみた,火山が噴火してしまうまでの過程を表している,,8
